path,timestamps,Total Delay
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'review_analysis', 'ad', 'customer_support']","['13:59:36.59', '13:59:36.61', '13:59:36.95', '13:59:37.07', '13:59:37.09', '13:59:37.71', '13:59:38.10', '13:59:38.13', '13:59:38.30', '13:59:38.60', '13:59:39.10', '13:59:39.38', '13:59:39.52', '13:59:39.80', '13:59:41.07', '13:59:42.28', '13:59:43.56', '13:59:44.30', '13:59:44.76', '13:59:45.40']",7.82
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['00:15:17.61', '00:15:17.63', '00:15:17.81', '00:15:17.83', '00:15:18.26', '00:15:18.37', '00:15:18.38', '00:15:18.51', '00:15:19.03', '00:15:19.93', '00:15:20.21', '00:15:20.61', '00:15:20.96', '00:15:21.52', '00:15:22.52', '00:15:23.26', '00:15:24.28', '00:15:24.92', '00:15:25.69', '00:15:25.88', '00:15:26.64', '00:15:27.29']",8.96
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'user_credentials', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support', 'customer_history_access']","['06:59:19.50', '06:59:19.52', '06:59:19.75', '06:59:19.98', '06:59:20.74', '06:59:20.76', '06:59:20.90', '06:59:21.69', '06:59:21.84', '06:59:22.11', '06:59:22.40', '06:59:23.47', '06:59:24.64', '06:59:25.26', '06:59:25.97', '06:59:26.77', '06:59:27.55']",7.1
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['16:42:47.14', '16:42:47.16', '16:42:47.28', '16:42:48.06', '16:42:48.25', '16:42:48.28', '16:42:48.60', '16:42:48.95', '16:42:49.65', '16:42:49.99', '16:42:50.12', '16:42:50.37', '16:42:51.46', '16:42:52.66', '16:42:53.83', '16:42:54.52', '16:42:55.14', '16:42:55.65', '16:42:56.23']",8.18
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['12:17:18.93', '12:17:18.95', '12:17:19.24', '12:17:19.25', '12:17:19.81', '12:17:20.07', '12:17:20.09', '12:17:20.30', '12:17:20.56', '12:17:21.10', '12:17:22.29', '12:17:22.44', '12:17:22.54', '12:17:23.36', '12:17:24.50', '12:17:24.92', '12:17:25.42', '12:17:26.14']",6.35
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'ad', 'customer_support']","['21:39:22.99', '21:39:23.01', '21:39:23.12', '21:39:23.87', '21:39:23.90', '21:39:24.13', '21:39:24.25', '21:39:24.99', '21:39:25.95', '21:39:26.34', '21:39:26.62', '21:39:27.90', '21:39:28.98', '21:39:29.75', '21:39:30.18']",6.3
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'external_inventory', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['14:38:31.82', '14:38:31.83', '14:38:32.21', '14:38:32.50', '14:38:33.16', '14:38:33.35', '14:38:33.49', '14:38:33.52', '14:38:33.75', '14:38:34.13', '14:38:34.75', '14:38:36.04', '14:38:36.31', '14:38:36.51', '14:38:37.21', '14:38:37.61', '14:38:38.76', '14:38:39.51', '14:38:40.57', '14:38:41.43', '14:38:42.19', '14:38:42.76', '14:38:43.23', '14:38:43.68']",11.06
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'user_credentials', 'user_history', 'card_check', 'mastercard', 'limit_check_mastercard', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'automatic_response', 'ad', 'customer_support']","['02:07:28.82', '02:07:28.83', '02:07:29.03', '02:07:29.55', '02:07:29.74', '02:07:30.83', '02:07:30.85', '02:07:31.22', '02:07:31.33', '02:07:31.89', '02:07:32.89', '02:07:33.27', '02:07:33.44', '02:07:34.33', '02:07:35.12', '02:07:36.29', '02:07:36.60', '02:07:37.32', '02:07:37.93']",8.26
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'automatic_response', 'ad', 'customer_support', 'premium_customer_check']","['20:10:41.65', '20:10:41.66', '20:10:41.77', '20:10:42.01', '20:10:42.52', '20:10:42.53', '20:10:42.82', '20:10:43.47', '20:10:44.30', '20:10:44.46', '20:10:44.82', '20:10:45.17', '20:10:45.45', '20:10:46.53', '20:10:46.94', '20:10:47.76', '20:10:47.86', '20:10:48.57', '20:10:49.12', '20:10:49.84']",7.64
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_analysis', 'ad', 'customer_support']","['14:32:03.81', '14:32:03.84', '14:32:04.03', '14:32:04.62', '14:32:04.97', '14:32:05.00', '14:32:05.30', '14:32:05.54', '14:32:05.96', '14:32:07.25', '14:32:07.63', '14:32:07.79', '14:32:07.90', '14:32:08.84', '14:32:09.45', '14:32:10.70', '14:32:11.44', '14:32:12.10', '14:32:12.89']",7.93
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['00:21:01.20', '00:21:01.21', '00:21:01.34', '00:21:01.81', '00:21:02.06', '00:21:02.07', '00:21:02.37', '00:21:02.81', '00:21:04.11', '00:21:04.50', '00:21:04.74', '00:21:04.86', '00:21:05.31', '00:21:06.41', '00:21:07.62', '00:21:08.72', '00:21:09.21', '00:21:09.73', '00:21:10.46']",8.48
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['11:41:33.64', '11:41:33.67', '11:41:33.88', '11:41:34.48', '11:41:34.51', '11:41:34.86', '11:41:35.17', '11:41:35.64', '11:41:35.89', '11:41:36.18', '11:41:36.58', '11:41:36.81', '11:41:37.72', '11:41:38.81', '11:41:39.32', '11:41:39.86', '11:41:40.26', '11:41:41.02']",6.67
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_analysis', 'ad', 'customer_support']","['03:47:39.97', '03:47:39.99', '03:47:40.37', '03:47:41.11', '03:47:41.40', '03:47:41.42', '03:47:41.79', '03:47:42.19', '03:47:42.77', '03:47:43.89', '03:47:44.01', '03:47:44.31', '03:47:44.65', '03:47:45.71', '03:47:46.53', '03:47:47.32', '03:47:47.82', '03:47:48.48']",7.85
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_analysis', 'ad', 'customer_support', 'customer_history_access']","['02:56:34.66', '02:56:34.68', '02:56:34.97', '02:56:35.48', '02:56:35.50', '02:56:35.71', '02:56:36.16', '02:56:37.10', '02:56:37.33', '02:56:37.72', '02:56:38.01', '02:56:39.01', '02:56:40.13', '02:56:40.73', '02:56:41.29', '02:56:42.04', '02:56:42.44']",6.87
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['10:03:16.60', '10:03:16.63', '10:03:16.75', '10:03:17.13', '10:03:17.16', '10:03:17.78', '10:03:18.16', '10:03:18.18', '10:03:18.42', '10:03:18.84', '10:03:20.05', '10:03:20.28', '10:03:20.53', '10:03:21.46', '10:03:22.48', '10:03:22.92', '10:03:23.55', '10:03:24.21']",6.73
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'review', 'ad', 'customer_support']","['10:46:05.52', '10:46:05.53', '10:46:05.92', '10:46:05.94', '10:46:06.64', '10:46:07.04', '10:46:07.05', '10:46:07.30', '10:46:07.69', '10:46:08.45', '10:46:08.73', '10:46:09.03', '10:46:09.66', '10:46:10.87', '10:46:11.84', '10:46:12.62', '10:46:13.37']",6.82
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['04:33:24.60', '04:33:24.62', '04:33:24.74', '04:33:24.86', '04:33:25.40', '04:33:25.67', '04:33:25.69', '04:33:25.82', '04:33:25.94', '04:33:26.66', '04:33:27.76', '04:33:27.97', '04:33:28.28', '04:33:28.41', '04:33:28.74', '04:33:29.79', '04:33:30.26', '04:33:31.24', '04:33:31.74', '04:33:32.24', '04:33:32.66', '04:33:33.09']",7.96
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support', 'premium_customer_check']","['05:23:22.35', '05:23:22.37', '05:23:22.69', '05:23:23.21', '05:23:23.45', '05:23:23.48', '05:23:23.67', '05:23:23.77', '05:23:24.26', '05:23:25.39', '05:23:25.67', '05:23:25.93', '05:23:26.29', '05:23:26.84', '05:23:27.66', '05:23:28.71', '05:23:29.99', '05:23:30.64', '05:23:31.43', '05:23:31.96', '05:23:32.61', '05:23:33.01']",9.74
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['19:21:31.38', '19:21:31.39', '19:21:31.65', '19:21:31.67', '19:21:32.30', '19:21:32.67', '19:21:32.70', '19:21:32.84', '19:21:33.10', '19:21:33.51', '19:21:34.49', '19:21:34.69', '19:21:35.06', '19:21:35.27', '19:21:36.39', '19:21:37.51', '19:21:38.13', '19:21:38.83', '19:21:39.62', '19:21:40.23']",7.93
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support', 'customer_history_access']","['18:05:24.70', '18:05:24.72', '18:05:24.88', '18:05:25.60', '18:05:25.76', '18:05:25.78', '18:05:26.13', '18:05:26.73', '18:05:27.71', '18:05:28.00', '18:05:28.19', '18:05:28.31', '18:05:29.24', '18:05:29.67', '18:05:30.93', '18:05:31.52', '18:05:32.11', '18:05:32.57', '18:05:32.99', '18:05:33.77']",8.25
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'ad', 'customer_support']","['07:08:13.70', '07:08:13.72', '07:08:13.86', '07:08:13.88', '07:08:14.29', '07:08:14.68', '07:08:14.69', '07:08:15.07', '07:08:15.45', '07:08:15.90', '07:08:16.17', '07:08:16.53', '07:08:16.90', '07:08:17.01', '07:08:18.10', '07:08:19.38', '07:08:19.78', '07:08:20.30']",5.44
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['09:20:25.36', '09:20:25.37', '09:20:25.76', '09:20:26.07', '09:20:26.56', '09:20:26.88', '09:20:26.89', '09:20:27.23', '09:20:27.47', '09:20:27.88', '09:20:29.10', '09:20:29.24', '09:20:29.37', '09:20:29.74', '09:20:30.60', '09:20:31.79', '09:20:32.36', '09:20:32.99', '09:20:33.53', '09:20:34.20']",7.8
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'automatic_response', 'ad', 'customer_support']","['16:01:15.85', '16:01:15.87', '16:01:16.19', '16:01:16.85', '16:01:17.11', '16:01:17.13', '16:01:17.39', '16:01:17.72', '16:01:18.30', '16:01:19.19', '16:01:19.30', '16:01:19.58', '16:01:19.74', '16:01:20.79', '16:01:21.75', '16:01:23.00', '16:01:23.59', '16:01:23.88', '16:01:24.63', '16:01:25.43']",8.45
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['18:39:02.75', '18:39:02.77', '18:39:02.94', '18:39:03.69', '18:39:03.87', '18:39:03.89', '18:39:04.04', '18:39:04.33', '18:39:04.84', '18:39:06.05', '18:39:06.25', '18:39:06.42', '18:39:07.19', '18:39:08.08', '18:39:08.48', '18:39:09.63', '18:39:10.39', '18:39:10.92', '18:39:11.54', '18:39:12.18']",8.65
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['06:51:04.27', '06:51:04.29', '06:51:04.68', '06:51:04.80', '06:51:05.44', '06:51:05.65', '06:51:05.68', '06:51:05.96', '06:51:06.23', '06:51:06.94', '06:51:07.79', '06:51:08.09', '06:51:08.33', '06:51:08.60', '06:51:09.66', '06:51:10.49', '06:51:11.01', '06:51:11.46', '06:51:12.04', '06:51:12.83']",7.97
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['18:55:21.12', '18:55:21.14', '18:55:21.32', '18:55:21.98', '18:55:22.18', '18:55:22.20', '18:55:22.53', '18:55:22.85', '18:55:23.64', '18:55:24.82', '18:55:25.03', '18:55:25.42', '18:55:25.61', '18:55:26.74', '18:55:27.63', '18:55:28.23', '18:55:28.99', '18:55:29.70', '18:55:30.40']",8.66
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support', 'customer_history_access']","['18:40:01.91', '18:40:01.94', '18:40:02.06', '18:40:02.31', '18:40:03.03', '18:40:03.41', '18:40:04.26', '18:40:04.42', '18:40:04.44', '18:40:04.82', '18:40:05.38', '18:40:06.57', '18:40:06.89', '18:40:07.09', '18:40:07.35', '18:40:08.23', '18:40:09.29', '18:40:10.47', '18:40:11.01', '18:40:11.66', '18:40:12.11', '18:40:12.76', '18:40:13.47']",10.23
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['08:33:58.14', '08:33:58.16', '08:33:58.30', '08:33:58.54', '08:33:58.56', '08:33:59.32', '08:33:59.70', '08:33:59.71', '08:33:59.90', '08:34:00.47', '08:34:01.35', '08:34:01.50', '08:34:01.68', '08:34:02.05', '08:34:02.35', '08:34:03.44', '08:34:04.36', '08:34:05.64', '08:34:06.09', '08:34:06.68', '08:34:07.10', '08:34:07.54']",8.34
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['07:26:57.97', '07:26:57.99', '07:26:58.34', '07:26:59.04', '07:26:59.31', '07:26:59.33', '07:26:59.59', '07:26:59.89', '07:27:00.64', '07:27:01.61', '07:27:02.00', '07:27:02.21', '07:27:02.47', '07:27:02.79', '07:27:04.00', '07:27:04.83', '07:27:05.38', '07:27:05.90', '07:27:06.67', '07:27:07.38']",8.79
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'mastercard', 'limit_check_mastercard', 'fraud_check_mastercard', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support']","['05:49:56.06', '05:49:56.07', '05:49:56.28', '05:49:56.98', '05:49:57.12', '05:49:57.14', '05:49:57.51', '05:49:58.29', '05:49:59.47', '05:49:59.84', '05:50:00.18', '05:50:00.33', '05:50:01.40', '05:50:01.84', '05:50:02.87', '05:50:03.28', '05:50:03.89', '05:50:04.54']",7.53
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['01:46:25.83', '01:46:25.86', '01:46:26.17', '01:46:26.89', '01:46:26.91', '01:46:27.06', '01:46:27.68', '01:46:28.76', '01:46:29.01', '01:46:29.23', '01:46:29.38', '01:46:29.84', '01:46:30.20', '01:46:31.02', '01:46:31.58', '01:46:32.58', '01:46:33.40', '01:46:33.92', '01:46:34.33', '01:46:35.07', '01:46:35.77']",9.35
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['16:13:10.49', '16:13:10.51', '16:13:10.73', '16:13:10.74', '16:13:11.51', '16:13:11.89', '16:13:11.91', '16:13:12.30', '16:13:12.80', '16:13:12.99', '16:13:13.14', '16:13:14.06', '16:13:15.14', '16:13:15.79', '16:13:16.20', '16:13:16.64', '16:13:17.18']",5.7
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['09:53:27.88', '09:53:27.90', '09:53:28.27', '09:53:28.71', '09:53:28.73', '09:53:29.07', '09:53:29.35', '09:53:29.87', '09:53:30.89', '09:53:31.10', '09:53:31.48', '09:53:31.80', '09:53:32.09', '09:53:33.06', '09:53:34.08', '09:53:34.61', '09:53:35.08', '09:53:35.79', '09:53:36.53']",7.83
