path,timestamps,Total Delay
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['01:50:42.68', '01:50:42.70', '01:50:42.83', '01:50:43.01', '01:50:43.03', '01:50:43.70', '01:50:44.10', '01:50:44.12', '01:50:44.29', '01:50:44.69', '01:50:45.34', '01:50:46.29', '01:50:46.45', '01:50:46.64', '01:50:47.43', '01:50:48.48', '01:50:49.57', '01:50:50.07', '01:50:50.70', '01:50:51.15', '01:50:51.59']",8.06
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['05:08:20.56', '05:08:20.57', '05:08:20.93', '05:08:21.35', '05:08:21.67', '05:08:21.69', '05:08:21.89', '05:08:22.15', '05:08:22.86', '05:08:23.78', '05:08:23.98', '05:08:24.19', '05:08:24.38', '05:08:24.75', '05:08:25.72', '05:08:26.94', '05:08:27.80', '05:08:28.26', '05:08:28.89', '05:08:29.52', '05:08:30.29']",9.16
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['15:01:56.91', '15:01:56.93', '15:01:57.26', '15:01:57.82', '15:01:57.96', '15:01:57.98', '15:01:58.32', '15:01:59.00', '15:01:59.91', '15:02:00.30', '15:02:00.64', '15:02:01.80', '15:02:02.92', '15:02:04.19', '15:02:04.91', '15:02:05.63', '15:02:06.15', '15:02:06.76']",8.74
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['10:10:08.38', '10:10:08.41', '10:10:08.61', '10:10:09.32', '10:10:09.54', '10:10:09.94', '10:10:09.95', '10:10:10.10', '10:10:10.80', '10:10:11.75', '10:10:11.91', '10:10:12.24', '10:10:12.53', '10:10:13.43', '10:10:14.24', '10:10:14.87', '10:10:15.23', '10:10:16.00', '10:10:16.61']",7.87
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['20:36:11.88', '20:36:11.90', '20:36:12.04', '20:36:12.47', '20:36:12.49', '20:36:12.70', '20:36:12.93', '20:36:13.65', '20:36:14.90', '20:36:15.07', '20:36:15.26', '20:36:16.45', '20:36:17.74', '20:36:18.53', '20:36:19.00', '20:36:19.46']",6.39
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['14:12:53.61', '14:12:53.63', '14:12:53.86', '14:12:53.89', '14:12:54.33', '14:12:54.54', '14:12:54.56', '14:12:54.73', '14:12:55.06', '14:12:55.70', '14:12:56.98', '14:12:57.33', '14:12:57.56', '14:12:58.79', '14:12:59.41', '14:13:00.29', '14:13:00.85', '14:13:01.41', '14:13:02.05', '14:13:02.61']",8.42
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'automatic_response', 'ad', 'customer_support', 'customer_history_access']","['18:42:04.91', '18:42:04.92', '18:42:05.28', '18:42:05.63', '18:42:06.38', '18:42:06.71', '18:42:06.74', '18:42:06.99', '18:42:07.22', '18:42:07.99', '18:42:09.08', '18:42:09.43', '18:42:09.57', '18:42:09.97', '18:42:11.24', '18:42:11.71', '18:42:12.55', '18:42:12.93', '18:42:13.66', '18:42:14.17', '18:42:14.93']",9.65
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['18:32:51.49', '18:32:51.52', '18:32:51.85', '18:32:52.33', '18:32:52.36', '18:32:52.63', '18:32:53.02', '18:32:53.60', '18:32:54.53', '18:32:54.81', '18:32:54.99', '18:32:55.26', '18:32:56.24', '18:32:56.72', '18:32:57.79', '18:32:58.81', '18:32:59.26', '18:32:59.79', '18:33:00.10', '18:33:00.50', '18:33:01.13']",8.72
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['05:43:40.84', '05:43:40.86', '05:43:41.22', '05:43:41.91', '05:43:41.93', '05:43:42.08', '05:43:42.34', '05:43:43.03', '05:43:44.07', '05:43:44.41', '05:43:44.52', '05:43:44.63', '05:43:45.82', '05:43:46.41', '05:43:47.67', '05:43:48.19', '05:43:48.97', '05:43:49.66', '05:43:50.07']",8.21
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'review', 'review_analysis', 'ad', 'customer_support']","['04:25:24.25', '04:25:24.27', '04:25:24.62', '04:25:24.88', '04:25:24.90', '04:25:25.63', '04:25:25.65', '04:25:26.04', '04:25:26.69', '04:25:27.70', '04:25:27.93', '04:25:28.14', '04:25:28.70', '04:25:29.66', '04:25:30.55', '04:25:31.22', '04:25:31.89', '04:25:32.36']",7.45
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['19:10:41.94', '19:10:41.97', '19:10:42.21', '19:10:42.59', '19:10:42.60', '19:10:43.40', '19:10:43.55', '19:10:43.57', '19:10:43.70', '19:10:44.14', '19:10:44.43', '19:10:44.69', '19:10:45.06', '19:10:45.98', '19:10:46.51', '19:10:47.33', '19:10:47.81', '19:10:47.96', '19:10:48.43', '19:10:49.03']",6.7
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['16:31:45.22', '16:31:45.24', '16:31:45.35', '16:31:45.78', '16:31:45.94', '16:31:45.96', '16:31:46.22', '16:31:46.39', '16:31:47.08', '16:31:48.15', '16:31:48.53', '16:31:48.89', '16:31:49.18', '16:31:49.46', '16:31:50.71', '16:31:51.19', '16:31:52.31', '16:31:53.32', '16:31:53.81', '16:31:54.38', '16:31:55.05', '16:31:55.60']",9.43
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'automatic_response', 'ad', 'customer_support']","['20:37:50.02', '20:37:50.03', '20:37:50.22', '20:37:50.25', '20:37:50.78', '20:37:51.04', '20:37:51.06', '20:37:51.38', '20:37:51.52', '20:37:51.97', '20:37:52.88', '20:37:53.27', '20:37:53.51', '20:37:54.33', '20:37:54.74', '20:37:55.79', '20:37:56.52', '20:37:56.74', '20:37:57.45', '20:37:58.08']",7.38
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['01:59:44.60', '01:59:44.63', '01:59:44.96', '01:59:45.44', '01:59:45.70', '01:59:45.73', '01:59:46.13', '01:59:46.42', '01:59:46.94', '01:59:48.02', '01:59:48.16', '01:59:48.36', '01:59:48.74', '01:59:48.88', '01:59:50.04', '01:59:51.15', '01:59:51.75', '01:59:52.36', '01:59:52.89']",7.27
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'mastercard', 'limit_check_mastercard', 'fraud_check_mastercard', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['13:38:20.48', '13:38:20.49', '13:38:20.72', '13:38:20.94', '13:38:21.52', '13:38:21.67', '13:38:21.68', '13:38:22.01', '13:38:22.58', '13:38:23.54', '13:38:23.74', '13:38:23.98', '13:38:24.23', '13:38:25.26', '13:38:26.08', '13:38:26.59', '13:38:27.06', '13:38:27.81']",6.66
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'ad', 'customer_support']","['07:01:36.12', '07:01:36.14', '07:01:36.30', '07:01:36.73', '07:01:37.12', '07:01:38.06', '07:01:38.19', '07:01:38.21', '07:01:38.52', '07:01:38.76', '07:01:39.55', '07:01:40.68', '07:01:40.94', '07:01:41.32', '07:01:41.46', '07:01:42.65', '07:01:43.68', '07:01:44.15', '07:01:44.63']",7.8
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'review', 'review_analysis', 'ad', 'customer_support']","['05:57:56.84', '05:57:56.85', '05:57:57.00', '05:57:57.46', '05:57:57.47', '05:57:57.84', '05:57:58.12', '05:57:58.80', '05:57:59.73', '05:58:00.05', '05:58:00.16', '05:58:00.28', '05:58:00.96', '05:58:02.23', '05:58:03.16', '05:58:03.78', '05:58:04.22', '05:58:04.75']",7.22
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'review_analysis', 'ad', 'customer_support', 'customer_history_access']","['15:34:29.88', '15:34:29.90', '15:34:30.28', '15:34:30.79', '15:34:31.10', '15:34:31.12', '15:34:31.31', '15:34:32.03', '15:34:33.17', '15:34:33.54', '15:34:33.82', '15:34:34.13', '15:34:35.11', '15:34:36.04', '15:34:37.10', '15:34:37.62', '15:34:38.32', '15:34:38.99', '15:34:39.62']",8.86
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'mastercard', 'limit_check_mastercard', 'fraud_check_mastercard', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['16:30:43.02', '16:30:43.03', '16:30:43.29', '16:30:44.03', '16:30:44.33', '16:30:44.57', '16:30:44.60', '16:30:44.99', '16:30:45.10', '16:30:45.62', '16:30:46.48', '16:30:46.69', '16:30:46.97', '16:30:47.16', '16:30:47.82', '16:30:48.68', '16:30:49.38', '16:30:50.44', '16:30:51.41', '16:30:52.08', '16:30:52.50', '16:30:52.97']",9.26
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support', 'customer_history_access', 'premium_customer_check']","['09:17:03.62', '09:17:03.64', '09:17:03.75', '09:17:04.12', '09:17:04.59', '09:17:04.92', '09:17:04.94', '09:17:05.05', '09:17:05.53', '09:17:06.43', '09:17:06.58', '09:17:06.80', '09:17:07.82', '09:17:08.91', '09:17:09.71', '09:17:10.18', '09:17:10.87', '09:17:11.59', '09:17:12.02', '09:17:12.49']",8.04
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'ad', 'customer_support']","['04:33:38.91', '04:33:38.93', '04:33:39.31', '04:33:39.92', '04:33:40.09', '04:33:40.11', '04:33:40.32', '04:33:41.09', '04:33:42.26', '04:33:42.45', '04:33:42.80', '04:33:42.91', '04:33:43.19', '04:33:44.16', '04:33:45.43', '04:33:46.06', '04:33:46.54']",6.67
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['20:56:14.49', '20:56:14.51', '20:56:14.71', '20:56:14.73', '20:56:15.51', '20:56:15.82', '20:56:15.83', '20:56:16.18', '20:56:16.76', '20:56:17.57', '20:56:17.77', '20:56:18.05', '20:56:18.40', '20:56:19.32', '20:56:20.18', '20:56:21.34', '20:56:21.78', '20:56:22.52', '20:56:22.98', '20:56:23.66']",8.24
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'discount_server', 'book_availability_server', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['16:55:27.21', '16:55:27.24', '16:55:27.58', '16:55:27.61', '16:55:27.73', '16:55:28.17', '16:55:28.19', '16:55:28.40', '16:55:29.08', '16:55:30.04', '16:55:30.41', '16:55:30.78', '16:55:31.13', '16:55:31.28', '16:55:32.09', '16:55:32.53', '16:55:33.63', '16:55:34.03', '16:55:34.71', '16:55:35.05', '16:55:35.65', '16:55:36.17']",8.05
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['06:44:12.66', '06:44:12.69', '06:44:12.80', '06:44:12.82', '06:44:13.46', '06:44:13.78', '06:44:13.80', '06:44:13.92', '06:44:14.20', '06:44:14.93', '06:44:15.80', '06:44:15.98', '06:44:16.25', '06:44:17.31', '06:44:17.94', '06:44:18.85', '06:44:19.39', '06:44:20.01', '06:44:20.49', '06:44:21.22']",7.83
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'automatic_response', 'ad', 'customer_support', 'premium_customer_check']","['20:45:40.65', '20:45:40.66', '20:45:40.80', '20:45:41.21', '20:45:41.47', '20:45:41.50', '20:45:41.73', '20:45:42.27', '20:45:43.36', '20:45:43.54', '20:45:43.85', '20:45:44.21', '20:45:45.48', '20:45:46.11', '20:45:47.41', '20:45:48.04', '20:45:48.62', '20:45:48.91', '20:45:49.43', '20:45:49.92', '20:45:50.52']",8.86
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support', 'customer_history_access']","['12:03:51.52', '12:03:51.53', '12:03:51.89', '12:03:52.39', '12:03:52.62', '12:03:52.64', '12:03:52.79', '12:03:53.08', '12:03:53.63', '12:03:54.03', '12:03:54.29', '12:03:54.69', '12:03:55.05', '12:03:56.26', '12:03:57.13', '12:03:57.58', '12:03:58.20', '12:03:58.72', '12:03:59.22']",6.78
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support']","['22:08:06.31', '22:08:06.34', '22:08:06.66', '22:08:07.07', '22:08:07.08', '22:08:07.18', '22:08:07.44', '22:08:08.17', '22:08:09.21', '22:08:09.50', '22:08:09.87', '22:08:10.20', '22:08:10.51', '22:08:11.53', '22:08:12.27', '22:08:13.17', '22:08:13.69', '22:08:14.14', '22:08:14.58']",7.63
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'user_credentials', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'automatic_response', 'ad', 'customer_support']","['20:08:13.57', '20:08:13.59', '20:08:13.86', '20:08:14.07', '20:08:14.60', '20:08:14.92', '20:08:15.87', '20:08:15.90', '20:08:16.06', '20:08:16.60', '20:08:16.83', '20:08:17.08', '20:08:17.32', '20:08:18.46', '20:08:19.54', '20:08:20.04', '20:08:20.41', '20:08:20.90', '20:08:21.59']",7.31
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['19:43:14.94', '19:43:14.96', '19:43:15.15', '19:43:15.17', '19:43:15.71', '19:43:15.95', '19:43:15.97', '19:43:16.19', '19:43:16.63', '19:43:17.81', '19:43:18.12', '19:43:18.51', '19:43:18.88', '19:43:19.02', '19:43:20.25', '19:43:21.47', '19:43:21.92', '19:43:22.59', '19:43:23.00']",7.05
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support', 'customer_history_access']","['20:03:52.04', '20:03:52.06', '20:03:52.22', '20:03:52.75', '20:03:53.12', '20:03:53.15', '20:03:53.48', '20:03:53.86', '20:03:54.36', '20:03:55.64', '20:03:55.96', '20:03:56.23', '20:03:56.61', '20:03:57.58', '20:03:58.59', '20:03:59.13', '20:03:59.56', '20:04:00.32', '20:04:00.78', '20:04:01.36']",8.47
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['14:44:40.77', '14:44:40.78', '14:44:40.99', '14:44:41.11', '14:44:41.51', '14:44:41.53', '14:44:41.68', '14:44:42.03', '14:44:42.82', '14:44:43.69', '14:44:44.03', '14:44:44.18', '14:44:44.58', '14:44:44.75', '14:44:45.71', '14:44:46.48', '14:44:47.42', '14:44:47.85', '14:44:48.55', '14:44:49.03', '14:44:49.70']",8.13
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['02:10:06.73', '02:10:06.75', '02:10:07.05', '02:10:07.16', '02:10:07.61', '02:10:07.96', '02:10:07.97', '02:10:08.32', '02:10:08.59', '02:10:09.19', '02:10:10.39', '02:10:10.74', '02:10:11.06', '02:10:11.82', '02:10:13.09', '02:10:14.20', '02:10:15.09', '02:10:15.54', '02:10:16.06', '02:10:16.81', '02:10:17.24']",9.79
