path,timestamps,Total Delay
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'ad', 'customer_support']","['20:47:08.83', '20:47:08.84', '20:47:09.11', '20:47:09.73', '20:47:09.75', '20:47:09.89', '20:47:10.53', '20:47:11.75', '20:47:11.90', '20:47:12.16', '20:47:12.46', '20:47:12.67', '20:47:13.50', '20:47:14.46', '20:47:15.22', '20:47:15.64']",6.05
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support']","['04:47:41.35', '04:47:41.37', '04:47:41.58', '04:47:42.04', '04:47:42.16', '04:47:42.18', '04:47:42.48', '04:47:42.65', '04:47:43.25', '04:47:44.14', '04:47:44.28', '04:47:44.39', '04:47:44.50', '04:47:45.59', '04:47:46.06', '04:47:46.87', '04:47:47.63', '04:47:48.17', '04:47:48.89']",7.14
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'automatic_response', 'ad', 'customer_support']","['03:41:49.76', '03:41:49.79', '03:41:50.11', '03:41:50.86', '03:41:51.18', '03:41:51.19', '03:41:51.48', '03:41:51.90', '03:41:53.18', '03:41:53.54', '03:41:53.77', '03:41:54.04', '03:41:54.28', '03:41:55.11', '03:41:56.35', '03:41:56.79', '03:41:57.17', '03:41:57.91', '03:41:58.61']",7.84
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'ad', 'customer_support']","['07:38:46.73', '07:38:46.74', '07:38:46.92', '07:38:47.41', '07:38:47.63', '07:38:47.65', '07:38:47.87', '07:38:48.01', '07:38:48.43', '07:38:48.58', '07:38:48.86', '07:38:49.72', '07:38:50.59', '07:38:51.44', '07:38:52.19', '07:38:52.80']",5.48
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support', 'customer_history_access']","['23:06:02.30', '23:06:02.31', '23:06:02.54', '23:06:03.27', '23:06:03.39', '23:06:03.42', '23:06:03.59', '23:06:03.98', '23:06:04.76', '23:06:04.88', '23:06:05.14', '23:06:05.53', '23:06:06.43', '23:06:07.30', '23:06:08.55', '23:06:09.15', '23:06:09.73', '23:06:10.24', '23:06:10.92', '23:06:11.35']",8.11
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['08:23:49.94', '08:23:49.96', '08:23:50.13', '08:23:50.61', '08:23:50.98', '08:23:51.00', '08:23:51.34', '08:23:51.69', '08:23:52.37', '08:23:53.38', '08:23:53.63', '08:23:53.96', '08:23:54.28', '08:23:55.29', '08:23:55.91', '08:23:56.87', '08:23:57.40', '08:23:58.10', '08:23:58.84', '08:23:59.63']",8.9
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['04:06:20.01', '04:06:20.02', '04:06:20.13', '04:06:20.15', '04:06:20.75', '04:06:21.02', '04:06:21.03', '04:06:21.24', '04:06:21.36', '04:06:21.98', '04:06:22.27', '04:06:22.45', '04:06:22.77', '04:06:23.14', '04:06:23.95', '04:06:25.20', '04:06:25.86', '04:06:26.37', '04:06:27.01', '04:06:27.55']",6.75
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['10:34:00.55', '10:34:00.56', '10:34:00.83', '10:34:01.55', '10:34:01.86', '10:34:01.87', '10:34:02.14', '10:34:02.45', '10:34:03.21', '10:34:04.25', '10:34:04.61', '10:34:04.99', '10:34:05.35', '10:34:06.38', '10:34:07.26', '10:34:07.81', '10:34:08.29', '10:34:08.78']",7.61
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support']","['07:37:48.48', '07:37:48.49', '07:37:48.83', '07:37:49.46', '07:37:49.80', '07:37:49.82', '07:37:50.16', '07:37:50.60', '07:37:51.89', '07:37:52.07', '07:37:52.30', '07:37:52.50', '07:37:53.33', '07:37:54.05', '07:37:55.21', '07:37:55.73', '07:37:56.42', '07:37:57.15']",7.65
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support', 'customer_history_access']","['01:40:05.65', '01:40:05.68', '01:40:05.88', '01:40:06.38', '01:40:06.40', '01:40:06.73', '01:40:06.97', '01:40:07.38', '01:40:08.31', '01:40:08.53', '01:40:08.72', '01:40:09.44', '01:40:09.81', '01:40:11.06', '01:40:11.88', '01:40:12.89', '01:40:13.31', '01:40:13.75', '01:40:14.24', '01:40:14.83']",8.48
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['14:41:36.36', '14:41:36.38', '14:41:36.66', '14:41:37.31', '14:41:37.59', '14:41:37.60', '14:41:37.98', '14:41:38.36', '14:41:39.09', '14:41:40.20', '14:41:40.44', '14:41:40.76', '14:41:41.03', '14:41:41.74', '14:41:42.05', '14:41:42.98', '14:41:44.17', '14:41:44.94', '14:41:45.73', '14:41:46.21']",8.88
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['06:49:40.06', '06:49:40.09', '06:49:40.19', '06:49:40.64', '06:49:41.00', '06:49:41.02', '06:49:41.12', '06:49:41.72', '06:49:42.55', '06:49:42.87', '06:49:43.18', '06:49:43.48', '06:49:43.71', '06:49:44.92', '06:49:46.08', '06:49:46.55', '06:49:47.05', '06:49:47.69', '06:49:48.40']",7.56
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'ad', 'customer_support']","['06:32:58.59', '06:32:58.61', '06:32:58.95', '06:32:59.56', '06:32:59.57', '06:32:59.93', '06:33:00.13', '06:33:00.92', '06:33:01.08', '06:33:01.19', '06:33:02.33', '06:33:02.92', '06:33:03.93', '06:33:04.59', '06:33:05.01']",5.58
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['03:36:42.21', '03:36:42.24', '03:36:42.36', '03:36:42.66', '03:36:43.23', '03:36:43.50', '03:36:44.31', '03:36:44.44', '03:36:44.46', '03:36:44.64', '03:36:44.85', '03:36:45.61', '03:36:45.83', '03:36:46.15', '03:36:46.64', '03:36:47.60', '03:36:48.89', '03:36:49.66', '03:36:50.12', '03:36:50.79', '03:36:51.42']",8.33
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support', 'premium_customer_check']","['15:38:02.35', '15:38:02.37', '15:38:02.58', '15:38:03.30', '15:38:03.33', '15:38:03.62', '15:38:04.31', '15:38:05.54', '15:38:05.87', '15:38:06.00', '15:38:06.22', '15:38:06.61', '15:38:07.81', '15:38:08.88', '15:38:09.39', '15:38:10.10', '15:38:10.63', '15:38:11.17', '15:38:11.93']",8.83
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'automatic_response', 'ad', 'customer_support', 'customer_history_access']","['01:45:44.15', '01:45:44.17', '01:45:44.37', '01:45:44.86', '01:45:44.88', '01:45:45.10', '01:45:45.46', '01:45:46.07', '01:45:46.41', '01:45:46.80', '01:45:47.73', '01:45:48.85', '01:45:49.12', '01:45:49.60', '01:45:50.18', '01:45:50.87']",5.62
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'discount_server', 'book_availability_server', 'user_credentials', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['04:14:27.85', '04:14:27.88', '04:14:28.08', '04:14:28.09', '04:14:28.24', '04:14:28.86', '04:14:28.88', '04:14:28.99', '04:14:29.62', '04:14:29.89', '04:14:30.20', '04:14:30.47', '04:14:31.38', '04:14:32.31', '04:14:32.96', '04:14:33.58', '04:14:34.22', '04:14:34.96']",6.34
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['10:24:05.10', '10:24:05.13', '10:24:05.41', '10:24:05.59', '10:24:05.62', '10:24:06.37', '10:24:06.53', '10:24:06.56', '10:24:06.70', '10:24:07.00', '10:24:07.58', '10:24:08.67', '10:24:08.96', '10:24:09.29', '10:24:09.47', '10:24:10.10', '10:24:10.43', '10:24:11.52', '10:24:12.36', '10:24:13.62', '10:24:14.03', '10:24:14.29', '10:24:14.96', '10:24:15.67']",9.45
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_analysis', 'ad', 'customer_support']","['12:52:04.38', '12:52:04.39', '12:52:04.65', '12:52:04.67', '12:52:05.29', '12:52:05.32', '12:52:05.51', '12:52:05.62', '12:52:06.40', '12:52:07.48', '12:52:07.77', '12:52:07.87', '12:52:08.14', '12:52:08.44', '12:52:09.36', '12:52:10.53', '12:52:11.19', '12:52:11.91', '12:52:12.31']",7.27
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'discount_server', 'book_availability_server', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['19:58:07.22', '19:58:07.24', '19:58:07.35', '19:58:07.36', '19:58:07.47', '19:58:08.24', '19:58:08.26', '19:58:08.48', '19:58:08.97', '19:58:10.08', '19:58:10.26', '19:58:10.37', '19:58:10.67', '19:58:11.61', '19:58:12.83', '19:58:13.42', '19:58:13.87', '19:58:14.65', '19:58:15.32']",7.09
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['18:10:58.71', '18:10:58.72', '18:10:58.86', '18:10:59.42', '18:10:59.64', '18:10:59.66', '18:10:59.77', '18:10:59.92', '18:11:00.57', '18:11:01.51', '18:11:01.82', '18:11:02.12', '18:11:02.48', '18:11:03.38', '18:11:03.99', '18:11:04.83', '18:11:05.27', '18:11:05.87', '18:11:06.64', '18:11:07.42']",8.31
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['19:51:27.60', '19:51:27.63', '19:51:27.80', '19:51:28.41', '19:51:28.43', '19:51:28.75', '19:51:28.86', '19:51:29.35', '19:51:30.45', '19:51:30.72', '19:51:30.97', '19:51:31.25', '19:51:31.44', '19:51:32.38', '19:51:33.54', '19:51:33.97', '19:51:34.73', '19:51:35.22']",6.97
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['16:50:51.63', '16:50:51.65', '16:50:51.93', '16:50:52.38', '16:50:52.49', '16:50:52.52', '16:50:52.82', '16:50:53.06', '16:50:53.57', '16:50:54.44', '16:50:54.67', '16:50:54.83', '16:50:55.10', '16:50:55.67', '16:50:56.88', '16:50:58.01', '16:50:58.94', '16:50:59.73', '16:51:00.17', '16:51:00.67']",8.51
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['17:29:54.13', '17:29:54.15', '17:29:54.32', '17:29:54.57', '17:29:54.59', '17:29:55.07', '17:29:55.21', '17:29:55.24', '17:29:55.60', '17:29:55.82', '17:29:56.46', '17:29:56.64', '17:29:57.01', '17:29:58.31', '17:29:59.17', '17:30:00.12', '17:30:00.61', '17:30:01.37', '17:30:01.81']",7.07
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'user_credentials', 'card_check', 'american_express', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_analysis', 'ad', 'customer_support']","['04:45:06.46', '04:45:06.48', '04:45:06.87', '04:45:07.66', '04:45:07.98', '04:45:09.18', '04:45:09.20', '04:45:09.39', '04:45:09.80', '04:45:10.10', '04:45:10.24', '04:45:10.87', '04:45:11.22', '04:45:12.29', '04:45:13.50', '04:45:14.59', '04:45:15.20', '04:45:15.95', '04:45:16.68']",9.43
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support', 'customer_history_access']","['05:33:38.57', '05:33:38.60', '05:33:38.81', '05:33:39.51', '05:33:39.75', '05:33:39.78', '05:33:40.05', '05:33:40.16', '05:33:40.82', '05:33:41.64', '05:33:41.99', '05:33:42.24', '05:33:42.63', '05:33:43.00', '05:33:44.26', '05:33:44.77', '05:33:45.85', '05:33:46.92', '05:33:47.47', '05:33:48.13', '05:33:48.70', '05:33:49.24']",10.22
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_analysis', 'ad', 'customer_support']","['14:15:45.95', '14:15:45.97', '14:15:46.14', '14:15:46.58', '14:15:46.76', '14:15:46.77', '14:15:46.93', '14:15:47.06', '14:15:47.53', '14:15:47.89', '14:15:48.13', '14:15:48.45', '14:15:49.66', '14:15:50.89', '14:15:51.47', '14:15:52.14', '14:15:52.55']",6.01
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['05:34:39.83', '05:34:39.85', '05:34:40.21', '05:34:40.67', '05:34:40.98', '05:34:40.99', '05:34:41.19', '05:34:41.55', '05:34:42.12', '05:34:42.23', '05:34:42.36', '05:34:42.66', '05:34:43.77', '05:34:44.95', '05:34:45.67', '05:34:46.14', '05:34:46.88', '05:34:47.43']",6.59
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['17:46:34.73', '17:46:34.75', '17:46:35.07', '17:46:35.09', '17:46:35.67', '17:46:35.84', '17:46:35.87', '17:46:36.03', '17:46:36.23', '17:46:36.84', '17:46:37.90', '17:46:38.27', '17:46:38.47', '17:46:38.73', '17:46:39.74', '17:46:40.66', '17:46:41.42', '17:46:41.89', '17:46:42.47', '17:46:42.97']",7.69
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_analysis', 'ad', 'customer_support', 'premium_customer_check']","['07:40:07.62', '07:40:07.64', '07:40:07.89', '07:40:08.51', '07:40:08.77', '07:40:08.79', '07:40:09.02', '07:40:09.36', '07:40:09.87', '07:40:10.94', '07:40:11.08', '07:40:11.35', '07:40:12.26', '07:40:13.09', '07:40:13.63', '07:40:14.03', '07:40:14.60', '07:40:15.07']",6.76
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_analysis', 'ad', 'customer_support']","['10:31:04.71', '10:31:04.74', '10:31:04.92', '10:31:05.59', '10:31:05.79', '10:31:05.81', '10:31:06.03', '10:31:06.56', '10:31:07.40', '10:31:07.58', '10:31:07.71', '10:31:08.00', '10:31:09.05', '10:31:09.69', '10:31:10.54', '10:31:11.14', '10:31:11.72', '10:31:12.38']",7.28
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['08:28:23.45', '08:28:23.48', '08:28:23.60', '08:28:24.32', '08:28:24.59', '08:28:24.60', '08:28:24.78', '08:28:25.13', '08:28:25.71', '08:28:26.95', '08:28:27.22', '08:28:27.36', '08:28:27.72', '08:28:28.30', '08:28:28.67', '08:28:29.70', '08:28:30.43', '08:28:31.23', '08:28:32.52', '08:28:33.17', '08:28:33.86', '08:28:34.37']",9.88
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['12:34:25.45', '12:34:25.46', '12:34:25.66', '12:34:26.33', '12:34:26.72', '12:34:26.75', '12:34:27.02', '12:34:27.51', '12:34:27.81', '12:34:28.03', '12:34:28.64', '12:34:29.93', '12:34:30.78', '12:34:31.61', '12:34:32.10', '12:34:32.76', '12:34:33.55']",7.58
