path,timestamps,Total Delay
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['23:48:51.41', '23:48:51.42', '23:48:51.70', '23:48:52.37', '23:48:52.76', '23:48:52.79', '23:48:52.93', '23:48:53.47', '23:48:53.84', '23:48:54.16', '23:48:54.43', '23:48:55.67', '23:48:56.63', '23:48:57.39', '23:48:57.89', '23:48:58.48', '23:48:59.20']",7.27
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'external_inventory', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['06:59:04.99', '06:59:05.00', '06:59:05.37', '06:59:05.62', '06:59:06.14', '06:59:06.33', '06:59:06.52', '06:59:06.54', '06:59:06.76', '06:59:07.01', '06:59:07.68', '06:59:08.78', '06:59:08.90', '06:59:09.03', '06:59:09.28', '06:59:09.83', '06:59:10.63', '06:59:11.58', '06:59:12.11', '06:59:12.79', '06:59:13.29']",7.43
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'external_inventory', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support', 'premium_customer_check']","['18:49:19.16', '18:49:19.18', '18:49:19.28', '18:49:19.61', '18:49:20.16', '18:49:20.28', '18:49:20.30', '18:49:20.69', '18:49:21.34', '18:49:22.62', '18:49:22.81', '18:49:23.02', '18:49:23.37', '18:49:23.64', '18:49:24.44', '18:49:24.90', '18:49:25.79', '18:49:26.73', '18:49:27.17', '18:49:27.87', '18:49:28.56', '18:49:29.19', '18:49:29.85']",9.89
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['23:26:57.42', '23:26:57.45', '23:26:57.56', '23:26:57.71', '23:26:58.45', '23:26:58.46', '23:26:58.62', '23:26:58.86', '23:26:59.51', '23:27:00.38', '23:27:00.72', '23:27:00.82', '23:27:01.14', '23:27:01.30', '23:27:02.42', '23:27:03.00', '23:27:04.06', '23:27:04.96', '23:27:05.40', '23:27:06.07', '23:27:06.63', '23:27:07.28']",9.14
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'automatic_response', 'ad', 'customer_support']","['07:33:30.31', '07:33:30.33', '07:33:30.55', '07:33:30.81', '07:33:31.54', '07:33:31.67', '07:33:31.69', '07:33:32.02', '07:33:32.53', '07:33:33.59', '07:33:33.87', '07:33:34.10', '07:33:34.37', '07:33:34.70', '07:33:35.74', '07:33:36.92', '07:33:37.70', '07:33:37.95', '07:33:38.61', '07:33:39.39']",8.33
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support']","['15:48:53.08', '15:48:53.11', '15:48:53.46', '15:48:54.00', '15:48:54.12', '15:48:54.14', '15:48:54.43', '15:48:54.70', '15:48:55.40', '15:48:56.57', '15:48:56.78', '15:48:56.98', '15:48:57.29', '15:48:58.52', '15:48:59.26', '15:49:00.31', '15:49:01.08', '15:49:01.63', '15:49:02.17']",8.43
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'automatic_response', 'ad', 'customer_support', 'premium_customer_check']","['14:09:38.84', '14:09:38.86', '14:09:39.19', '14:09:39.92', '14:09:40.24', '14:09:41.28', '14:09:41.39', '14:09:41.42', '14:09:41.54', '14:09:41.74', '14:09:42.49', '14:09:43.76', '14:09:43.97', '14:09:44.22', '14:09:44.81', '14:09:45.04', '14:09:46.03', '14:09:46.75', '14:09:47.61', '14:09:48.31', '14:09:49.04', '14:09:49.42', '14:09:50.12', '14:09:50.91', '14:09:51.67']",12.27
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['11:32:35.13', '11:32:35.15', '11:32:35.53', '11:32:36.02', '11:32:36.32', '11:32:36.35', '11:32:36.70', '11:32:37.16', '11:32:37.27', '11:32:37.49', '11:32:37.84', '11:32:38.11', '11:32:39.18', '11:32:40.24', '11:32:41.30', '11:32:41.85', '11:32:42.64', '11:32:43.16']",7.14
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['21:27:26.33', '21:27:26.35', '21:27:26.55', '21:27:27.34', '21:27:27.66', '21:27:27.68', '21:27:28.03', '21:27:28.65', '21:27:29.80', '21:27:30.09', '21:27:30.39', '21:27:31.66', '21:27:32.91', '21:27:33.56', '21:27:33.71', '21:27:34.31', '21:27:35.02']",7.66
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support', 'customer_history_access']","['08:40:23.26', '08:40:23.27', '08:40:23.65', '08:40:24.10', '08:40:24.48', '08:40:24.49', '08:40:24.86', '08:40:25.05', '08:40:25.59', '08:40:26.66', '08:40:26.96', '08:40:27.13', '08:40:28.01', '08:40:28.72', '08:40:29.57', '08:40:30.24', '08:40:30.91', '08:40:31.41', '08:40:31.99']",8.18
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support']","['08:59:10.84', '08:59:10.85', '08:59:11.12', '08:59:11.69', '08:59:11.71', '08:59:11.98', '08:59:12.27', '08:59:13.00', '08:59:14.15', '08:59:14.26', '08:59:14.51', '08:59:14.79', '08:59:15.97', '08:59:16.38', '08:59:17.21', '08:59:18.00', '08:59:18.57', '08:59:19.24']",7.8
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['10:42:43.52', '10:42:43.55', '10:42:43.75', '10:42:43.76', '10:42:44.51', '10:42:44.87', '10:42:44.89', '10:42:45.04', '10:42:45.63', '10:42:46.50', '10:42:46.89', '10:42:47.00', '10:42:47.37', '10:42:48.33', '10:42:49.56', '10:42:50.63', '10:42:51.13', '10:42:51.79', '10:42:52.21']",8.18
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['03:04:19.60', '03:04:19.61', '03:04:19.81', '03:04:20.55', '03:04:20.92', '03:04:20.94', '03:04:21.20', '03:04:21.42', '03:04:21.83', '03:04:23.06', '03:04:23.23', '03:04:23.41', '03:04:24.18', '03:04:24.47', '03:04:25.45', '03:04:26.69', '03:04:27.96', '03:04:28.56', '03:04:29.34', '03:04:29.91', '03:04:30.37']",9.7
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['13:09:31.89', '13:09:31.91', '13:09:32.06', '13:09:32.83', '13:09:33.17', '13:09:33.19', '13:09:33.31', '13:09:33.67', '13:09:34.38', '13:09:35.20', '13:09:35.52', '13:09:35.66', '13:09:35.99', '13:09:36.20', '13:09:37.23', '13:09:38.12', '13:09:38.93', '13:09:39.67', '13:09:40.11', '13:09:40.71', '13:09:41.39']",8.91
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['09:57:04.83', '09:57:04.86', '09:57:05.20', '09:57:05.87', '09:57:06.11', '09:57:06.13', '09:57:06.30', '09:57:06.82', '09:57:07.73', '09:57:08.02', '09:57:08.41', '09:57:08.66', '09:57:09.80', '09:57:10.91', '09:57:11.45', '09:57:11.93', '09:57:12.63', '09:57:13.06']",7.29
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_analysis', 'ad', 'customer_support']","['06:03:32.00', '06:03:32.01', '06:03:32.23', '06:03:32.90', '06:03:33.19', '06:03:33.34', '06:03:33.35', '06:03:33.65', '06:03:34.03', '06:03:34.50', '06:03:35.77', '06:03:36.09', '06:03:36.24', '06:03:36.61', '06:03:37.86', '06:03:38.66', '06:03:39.49', '06:03:40.22', '06:03:40.78', '06:03:41.39']",8.65
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'mastercard', 'limit_check_mastercard', 'fraud_check_mastercard', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'automatic_response', 'ad', 'customer_support', 'premium_customer_check', 'ai_hatbot']","['22:20:38.97', '22:20:38.99', '22:20:39.25', '22:20:39.86', '22:20:39.97', '22:20:39.98', '22:20:40.21', '22:20:40.40', '22:20:41.16', '22:20:42.03', '22:20:42.13', '22:20:42.42', '22:20:42.67', '22:20:43.22', '22:20:44.43', '22:20:45.44', '22:20:46.09', '22:20:46.86', '22:20:47.10', '22:20:47.69', '22:20:48.14', '22:20:48.79', '22:20:49.18']",9.54
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['03:43:22.53', '03:43:22.54', '03:43:22.75', '03:43:23.43', '03:43:23.64', '03:43:23.66', '03:43:23.89', '03:43:24.38', '03:43:25.59', '03:43:25.71', '03:43:26.07', '03:43:27.13', '03:43:27.69', '03:43:28.72', '03:43:29.85', '03:43:30.42', '03:43:31.01', '03:43:31.46', '03:43:32.06']",8.73
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['14:14:57.23', '14:14:57.24', '14:14:57.56', '14:14:57.95', '14:14:57.98', '14:14:58.75', '14:14:59.14', '14:14:59.15', '14:14:59.29', '14:14:59.68', '14:15:00.34', '14:15:00.69', '14:15:01.07', '14:15:01.34', '14:15:01.55', '14:15:02.74', '14:15:03.59', '14:15:04.29', '14:15:04.74', '14:15:05.29']",7.43
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['06:49:01.39', '06:49:01.41', '06:49:01.78', '06:49:02.55', '06:49:02.58', '06:49:02.92', '06:49:03.10', '06:49:03.88', '06:49:04.88', '06:49:05.12', '06:49:05.49', '06:49:05.73', '06:49:05.90', '06:49:07.04', '06:49:08.14', '06:49:09.00', '06:49:09.60', '06:49:10.37', '06:49:10.97']",8.87
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support', 'customer_history_access']","['01:43:55.36', '01:43:55.37', '01:43:55.54', '01:43:56.10', '01:43:56.42', '01:43:56.44', '01:43:56.61', '01:43:57.01', '01:43:57.58', '01:43:58.82', '01:43:59.13', '01:43:59.28', '01:43:59.67', '01:44:00.88', '01:44:01.66', '01:44:02.71', '01:44:03.32', '01:44:04.12', '01:44:04.56', '01:44:05.00', '01:44:05.67']",9.16
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['10:17:50.77', '10:17:50.79', '10:17:51.12', '10:17:51.57', '10:17:51.59', '10:17:51.71', '10:17:51.94', '10:17:52.39', '10:17:53.64', '10:17:53.99', '10:17:54.28', '10:17:54.60', '10:17:55.76', '10:17:56.79', '10:17:57.95', '10:17:58.46', '10:17:58.94', '10:17:59.69']",7.97
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support', 'customer_history_access']","['21:19:33.17', '21:19:33.19', '21:19:33.50', '21:19:33.90', '21:19:34.47', '21:19:34.65', '21:19:34.68', '21:19:34.99', '21:19:35.35', '21:19:36.03', '21:19:37.26', '21:19:37.55', '21:19:37.75', '21:19:37.92', '21:19:38.93', '21:19:39.61', '21:19:40.63', '21:19:41.88', '21:19:42.61', '21:19:43.04', '21:19:43.78', '21:19:44.57']",10.34
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['16:06:51.16', '16:06:51.19', '16:06:51.41', '16:06:51.90', '16:06:52.26', '16:06:53.56', '16:06:53.73', '16:06:53.75', '16:06:53.89', '16:06:54.02', '16:06:54.82', '16:06:55.02', '16:06:55.19', '16:06:55.49', '16:06:56.44', '16:06:57.67', '16:06:58.50', '16:06:59.10', '16:06:59.88', '16:07:00.54', '16:07:01.19']",9.58
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_analysis', 'ad', 'customer_support']","['09:55:52.09', '09:55:52.11', '09:55:52.43', '09:55:52.94', '09:55:53.20', '09:55:53.21', '09:55:53.61', '09:55:54.30', '09:55:55.22', '09:55:55.58', '09:55:55.97', '09:55:56.17', '09:55:56.45', '09:55:57.56', '09:55:58.68', '09:55:59.14', '09:55:59.68', '09:56:00.15']",6.83
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'automatic_response', 'ad', 'customer_support']","['18:56:21.88', '18:56:21.90', '18:56:22.13', '18:56:22.14', '18:56:22.57', '18:56:22.59', '18:56:22.82', '18:56:22.95', '18:56:23.54', '18:56:24.72', '18:56:25.00', '18:56:25.16', '18:56:25.53', '18:56:26.47', '18:56:27.17', '18:56:28.39', '18:56:28.85', '18:56:29.14', '18:56:29.64', '18:56:30.18']",7.65
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['00:31:18.30', '00:31:18.31', '00:31:18.53', '00:31:19.10', '00:31:19.41', '00:31:19.43', '00:31:19.54', '00:31:19.80', '00:31:20.52', '00:31:21.78', '00:31:21.91', '00:31:22.31', '00:31:22.70', '00:31:22.83', '00:31:24.12', '00:31:24.54', '00:31:25.83', '00:31:26.54', '00:31:27.23', '00:31:27.55', '00:31:28.34', '00:31:28.76']",9.6
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_analysis', 'ad', 'customer_support']","['20:39:37.37', '20:39:37.39', '20:39:37.59', '20:39:37.93', '20:39:38.58', '20:39:38.90', '20:39:38.92', '20:39:39.22', '20:39:39.33', '20:39:40.11', '20:39:40.21', '20:39:40.48', '20:39:40.61', '20:39:41.63', '20:39:42.17', '20:39:43.43', '20:39:44.14', '20:39:44.67', '20:39:45.32']",7.07
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_analysis', 'ad', 'customer_support', 'premium_customer_check']","['11:29:40.03', '11:29:40.05', '11:29:40.36', '11:29:40.99', '11:29:41.29', '11:29:41.30', '11:29:41.66', '11:29:42.37', '11:29:43.42', '11:29:43.69', '11:29:44.02', '11:29:44.27', '11:29:45.19', '11:29:46.00', '11:29:46.40', '11:29:46.82', '11:29:47.31', '11:29:47.75']",7.05
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['02:14:45.97', '02:14:45.98', '02:14:46.37', '02:14:46.97', '02:14:47.33', '02:14:47.35', '02:14:47.73', '02:14:48.01', '02:14:48.61', '02:14:49.60', '02:14:49.76', '02:14:50.13', '02:14:50.46', '02:14:50.76', '02:14:51.72', '02:14:52.17', '02:14:53.37', '02:14:54.19', '02:14:54.82', '02:14:55.22', '02:14:55.75', '02:14:56.38']",9.66
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'discount_server', 'book_availability_server', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_analysis', 'automatic_response', 'ad', 'customer_support', 'premium_customer_check']","['00:15:26.30', '00:15:26.32', '00:15:26.43', '00:15:26.45', '00:15:26.75', '00:15:27.33', '00:15:27.35', '00:15:27.63', '00:15:28.13', '00:15:28.95', '00:15:29.20', '00:15:29.46', '00:15:30.27', '00:15:31.02', '00:15:31.87', '00:15:32.60', '00:15:32.78', '00:15:33.23', '00:15:33.67', '00:15:34.26']",7.34
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_analysis', 'ad', 'customer_support']","['05:18:13.16', '05:18:13.19', '05:18:13.43', '05:18:13.44', '05:18:14.20', '05:18:14.37', '05:18:14.38', '05:18:14.69', '05:18:14.94', '05:18:15.72', '05:18:16.92', '05:18:17.23', '05:18:17.52', '05:18:17.77', '05:18:18.72', '05:18:19.87', '05:18:20.50', '05:18:21.00', '05:18:21.79']",7.55
