path,timestamps,Total Delay
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support', 'premium_customer_check']","['15:10:29.87', '15:10:29.89', '15:10:30.05', '15:10:30.41', '15:10:30.42', '15:10:31.03', '15:10:31.05', '15:10:31.43', '15:10:31.66', '15:10:32.44', '15:10:33.49', '15:10:33.67', '15:10:33.84', '15:10:34.22', '15:10:34.41', '15:10:35.43', '15:10:36.59', '15:10:37.04', '15:10:37.53', '15:10:38.09', '15:10:38.50']",7.81
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['11:27:39.27', '11:27:39.29', '11:27:39.57', '11:27:39.58', '11:27:39.94', '11:27:40.52', '11:27:40.86', '11:27:40.87', '11:27:41.18', '11:27:41.62', '11:27:42.45', '11:27:42.63', '11:27:43.00', '11:27:43.29', '11:27:44.52', '11:27:45.70', '11:27:46.68', '11:27:47.17', '11:27:47.58', '11:27:48.16', '11:27:48.69']",8.85
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'card_check', 'mastercard', 'fraud_check_mastercard', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['08:12:43.64', '08:12:43.66', '08:12:43.96', '08:12:44.40', '08:12:44.41', '08:12:44.55', '08:12:44.98', '08:12:45.13', '08:12:45.41', '08:12:45.79', '08:12:46.68', '08:12:47.93', '08:12:48.74', '08:12:49.19', '08:12:49.83', '08:12:50.57', '08:12:51.01']",6.94
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'review_analysis', 'ad', 'customer_support']","['10:24:15.89', '10:24:15.92', '10:24:16.05', '10:24:16.71', '10:24:16.91', '10:24:16.92', '10:24:17.04', '10:24:17.75', '10:24:18.79', '10:24:18.97', '10:24:19.24', '10:24:19.34', '10:24:20.15', '10:24:20.99', '10:24:21.95', '10:24:22.68', '10:24:23.44', '10:24:24.21']",7.76
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['12:09:14.20', '12:09:14.22', '12:09:14.39', '12:09:15.07', '12:09:15.10', '12:09:15.45', '12:09:15.88', '12:09:16.92', '12:09:17.16', '12:09:17.52', '12:09:17.75', '12:09:19.03', '12:09:19.76', '12:09:20.83', '12:09:21.28', '12:09:21.98', '12:09:22.56', '12:09:23.17']",8.11
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['11:56:12.03', '11:56:12.05', '11:56:12.39', '11:56:12.67', '11:56:12.70', '11:56:13.25', '11:56:13.27', '11:56:13.47', '11:56:14.19', '11:56:15.07', '11:56:15.47', '11:56:15.58', '11:56:15.92', '11:56:17.16', '11:56:17.85', '11:56:18.88', '11:56:19.53', '11:56:20.12', '11:56:20.91', '11:56:21.38']",8.41
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['05:05:26.90', '05:05:26.93', '05:05:27.11', '05:05:27.72', '05:05:27.85', '05:05:28.07', '05:05:28.09', '05:05:28.48', '05:05:29.27', '05:05:30.27', '05:05:30.60', '05:05:30.98', '05:05:31.19', '05:05:32.20', '05:05:32.71', '05:05:33.68', '05:05:34.34', '05:05:34.75', '05:05:34.94', '05:05:35.37', '05:05:35.98']",8.32
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support']","['21:15:35.34', '21:15:35.36', '21:15:35.69', '21:15:36.15', '21:15:36.55', '21:15:36.57', '21:15:36.79', '21:15:37.00', '21:15:37.45', '21:15:38.73', '21:15:39.08', '21:15:39.35', '21:15:39.69', '21:15:40.14', '21:15:41.16', '21:15:41.78', '21:15:42.71', '21:15:43.43', '21:15:44.04', '21:15:44.81']",8.96
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_analysis', 'ad', 'customer_support']","['09:48:42.05', '09:48:42.07', '09:48:42.28', '09:48:42.63', '09:48:43.17', '09:48:43.34', '09:48:44.17', '09:48:44.49', '09:48:44.52', '09:48:44.74', '09:48:44.93', '09:48:45.42', '09:48:46.32', '09:48:46.46', '09:48:46.67', '09:48:46.82', '09:48:47.97', '09:48:48.39', '09:48:49.51', '09:48:49.92', '09:48:50.61', '09:48:51.22']",8.26
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['16:50:29.64', '16:50:29.67', '16:50:29.89', '16:50:30.45', '16:50:30.59', '16:50:30.60', '16:50:30.75', '16:50:30.88', '16:50:31.43', '16:50:32.39', '16:50:32.61', '16:50:32.95', '16:50:33.24', '16:50:33.51', '16:50:34.52', '16:50:35.80', '16:50:36.32', '16:50:37.01', '16:50:37.53', '16:50:37.94']",7.61
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['06:21:04.30', '06:21:04.31', '06:21:04.47', '06:21:04.77', '06:21:05.53', '06:21:05.56', '06:21:05.81', '06:21:06.04', '06:21:06.49', '06:21:07.58', '06:21:07.93', '06:21:08.09', '06:21:08.24', '06:21:08.59', '06:21:09.55', '06:21:10.75', '06:21:11.35', '06:21:11.93', '06:21:12.38']",7.14
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support']","['05:09:33.50', '05:09:33.51', '05:09:33.81', '05:09:34.03', '05:09:34.47', '05:09:34.79', '05:09:34.81', '05:09:35.07', '05:09:35.50', '05:09:36.36', '05:09:36.75', '05:09:36.91', '05:09:37.04', '05:09:38.32', '05:09:38.87', '05:09:40.03', '05:09:40.78', '05:09:41.48', '05:09:42.24']",7.62
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_analysis', 'ad', 'customer_support', 'premium_customer_check']","['03:58:00.59', '03:58:00.62', '03:58:00.94', '03:58:00.96', '03:58:01.11', '03:58:01.71', '03:58:01.99', '03:58:02.00', '03:58:02.19', '03:58:02.64', '03:58:03.56', '03:58:03.91', '03:58:04.12', '03:58:04.33', '03:58:05.50', '03:58:05.93', '03:58:06.95', '03:58:07.81', '03:58:08.40', '03:58:09.18', '03:58:09.98', '03:58:10.44']",9.31
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_analysis', 'ad', 'customer_support']","['06:34:17.87', '06:34:17.88', '06:34:18.24', '06:34:18.82', '06:34:18.97', '06:34:18.98', '06:34:19.11', '06:34:19.60', '06:34:20.00', '06:34:20.31', '06:34:20.48', '06:34:21.75', '06:34:22.38', '06:34:23.53', '06:34:24.23', '06:34:24.86', '06:34:25.43']",6.81
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support', 'premium_customer_check', 'ai_hatbot']","['05:24:27.59', '05:24:27.60', '05:24:27.85', '05:24:28.10', '05:24:28.12', '05:24:28.88', '05:24:28.90', '05:24:29.17', '05:24:29.30', '05:24:29.74', '05:24:29.96', '05:24:30.15', '05:24:30.26', '05:24:31.38', '05:24:32.30', '05:24:32.91', '05:24:33.50', '05:24:34.28', '05:24:35.00', '05:24:35.40', '05:24:35.71']",7.71
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support', 'premium_customer_check']","['02:25:31.05', '02:25:31.07', '02:25:31.19', '02:25:31.74', '02:25:31.76', '02:25:32.00', '02:25:32.30', '02:25:32.88', '02:25:33.05', '02:25:33.33', '02:25:33.63', '02:25:34.93', '02:25:35.53', '02:25:36.40', '02:25:37.16', '02:25:37.93', '02:25:38.57', '02:25:39.14', '02:25:39.60']",8.01
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['15:12:35.55', '15:12:35.57', '15:12:35.94', '15:12:36.56', '15:12:36.59', '15:12:36.84', '15:12:37.06', '15:12:37.67', '15:12:38.55', '15:12:38.85', '15:12:39.20', '15:12:39.94', '15:12:40.13', '15:12:41.40', '15:12:41.83', '15:12:42.71', '15:12:43.48', '15:12:43.92', '15:12:44.64', '15:12:45.26']",8.9
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['16:44:42.93', '16:44:42.95', '16:44:43.10', '16:44:43.83', '16:44:43.97', '16:44:43.99', '16:44:44.38', '16:44:45.06', '16:44:45.88', '16:44:46.03', '16:44:46.19', '16:44:46.58', '16:44:47.50', '16:44:48.24', '16:44:49.52', '16:44:50.63', '16:44:51.43', '16:44:52.18', '16:44:52.69']",8.78
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support', 'premium_customer_check']","['15:41:45.46', '15:41:45.47', '15:41:45.75', '15:41:46.45', '15:41:46.47', '15:41:46.64', '15:41:47.14', '15:41:48.19', '15:41:48.40', '15:41:48.77', '15:41:49.84', '15:41:50.90', '15:41:51.79', '15:41:52.24', '15:41:52.84', '15:41:53.55', '15:41:54.20', '15:41:54.92']",8.98
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['14:20:58.99', '14:20:59.01', '14:20:59.29', '14:20:59.93', '14:21:00.29', '14:21:00.30', '14:21:00.63', '14:21:01.30', '14:21:02.55', '14:21:02.71', '14:21:02.82', '14:21:04.09', '14:21:05.26', '14:21:06.52', '14:21:07.10', '14:21:07.87', '14:21:08.48', '14:21:08.92']",8.64
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['12:09:48.97', '12:09:48.98', '12:09:49.36', '12:09:49.85', '12:09:49.98', '12:09:49.99', '12:09:50.25', '12:09:50.83', '12:09:51.99', '12:09:52.31', '12:09:52.56', '12:09:53.62', '12:09:54.46', '12:09:55.37', '12:09:55.79', '12:09:56.23', '12:09:56.64']",7.02
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['18:57:10.80', '18:57:10.81', '18:57:11.09', '18:57:11.51', '18:57:11.67', '18:57:11.70', '18:57:11.93', '18:57:12.32', '18:57:12.83', '18:57:14.07', '18:57:14.31', '18:57:14.58', '18:57:14.74', '18:57:15.86', '18:57:16.73', '18:57:17.30', '18:57:17.94', '18:57:18.35', '18:57:18.80']",7.38
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['07:33:30.15', '07:33:30.17', '07:33:30.54', '07:33:31.07', '07:33:31.18', '07:33:31.20', '07:33:31.39', '07:33:31.87', '07:33:32.72', '07:33:33.07', '07:33:33.27', '07:33:33.56', '07:33:34.41', '07:33:35.07', '07:33:36.14', '07:33:36.59', '07:33:37.12', '07:33:37.43', '07:33:38.01', '07:33:38.57']",7.81
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['11:27:24.41', '11:27:24.43', '11:27:24.68', '11:27:25.24', '11:27:25.53', '11:27:25.55', '11:27:25.77', '11:27:26.12', '11:27:26.91', '11:27:28.08', '11:27:28.32', '11:27:28.49', '11:27:28.84', '11:27:29.17', '11:27:30.23', '11:27:31.49', '11:27:32.14', '11:27:32.55', '11:27:33.31', '11:27:33.89']",8.38
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['03:24:37.19', '03:24:37.21', '03:24:37.45', '03:24:37.96', '03:24:38.24', '03:24:38.27', '03:24:38.45', '03:24:38.71', '03:24:39.48', '03:24:40.76', '03:24:40.86', '03:24:41.19', '03:24:41.73', '03:24:41.92', '03:24:42.94', '03:24:43.42', '03:24:44.42', '03:24:45.66', '03:24:46.08', '03:24:46.60', '03:24:47.31', '03:24:47.94']",9.66
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['01:44:57.61', '01:44:57.63', '01:44:57.77', '01:44:58.32', '01:44:58.34', '01:44:58.55', '01:44:58.66', '01:44:59.07', '01:44:59.30', '01:44:59.54', '01:44:59.74', '01:45:00.56', '01:45:01.71', '01:45:02.21', '01:45:02.87', '01:45:03.57', '01:45:04.08']",5.74
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['07:34:09.65', '07:34:09.68', '07:34:09.80', '07:34:09.90', '07:34:10.44', '07:34:10.83', '07:34:10.85', '07:34:11.16', '07:34:11.84', '07:34:12.92', '07:34:13.18', '07:34:13.41', '07:34:13.75', '07:34:14.00', '07:34:14.95', '07:34:15.53', '07:34:16.63', '07:34:17.04', '07:34:17.76', '07:34:18.41', '07:34:19.01']",8.22
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['08:12:47.46', '08:12:47.48', '08:12:47.68', '08:12:48.21', '08:12:48.34', '08:12:48.37', '08:12:48.55', '08:12:48.85', '08:12:49.55', '08:12:50.56', '08:12:50.71', '08:12:50.86', '08:12:51.33', '08:12:51.56', '08:12:52.80', '08:12:53.95', '08:12:54.67', '08:12:55.40', '08:12:56.02', '08:12:56.67']",8.26
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'automatic_response', 'ad', 'customer_support', 'premium_customer_check']","['22:27:26.91', '22:27:26.93', '22:27:27.17', '22:27:27.95', '22:27:28.20', '22:27:28.22', '22:27:28.61', '22:27:29.10', '22:27:30.24', '22:27:30.49', '22:27:30.61', '22:27:30.82', '22:27:31.10', '22:27:32.00', '22:27:32.93', '22:27:33.88', '22:27:34.52', '22:27:34.75', '22:27:35.23', '22:27:36.02', '22:27:36.67']",8.9
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['11:43:59.32', '11:43:59.34', '11:43:59.57', '11:44:00.05', '11:44:00.31', '11:44:00.33', '11:44:00.50', '11:44:01.21', '11:44:01.49', '11:44:01.82', '11:44:01.95', '11:44:02.80', '11:44:03.89', '11:44:04.31', '11:44:05.00', '11:44:05.56', '11:44:06.01']",6.14
