path,timestamps,Total Delay
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'card_check', 'visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_analysis', 'ad', 'customer_support']","['03:40:33.25', '03:40:33.27', '03:40:33.65', '03:40:34.42', '03:40:34.44', '03:40:34.74', '03:40:35.21', '03:40:35.58', '03:40:35.79', '03:40:36.13', '03:40:36.99', '03:40:38.20', '03:40:38.73', '03:40:39.51', '03:40:40.02']",5.64
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'automatic_response', 'ad', 'customer_support']","['01:27:28.17', '01:27:28.18', '01:27:28.37', '01:27:29.04', '01:27:29.17', '01:27:29.19', '01:27:29.35', '01:27:29.89', '01:27:30.74', '01:27:31.12', '01:27:31.29', '01:27:31.65', '01:27:31.81', '01:27:33.02', '01:27:34.19', '01:27:34.97', '01:27:35.31', '01:27:35.78', '01:27:36.19']",7.34
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['02:55:21.68', '02:55:21.71', '02:55:22.03', '02:55:22.54', '02:55:22.56', '02:55:22.90', '02:55:23.50', '02:55:24.41', '02:55:24.57', '02:55:24.89', '02:55:25.05', '02:55:25.27', '02:55:26.23', '02:55:26.85', '02:55:27.84', '02:55:28.25', '02:55:28.92', '02:55:29.68', '02:55:30.32']",7.57
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['19:11:58.63', '19:11:58.64', '19:11:58.91', '19:11:59.32', '19:11:59.53', '19:11:59.67', '19:11:59.68', '19:11:59.79', '19:12:00.39', '19:12:01.43', '19:12:01.66', '19:12:01.92', '19:12:02.12', '19:12:02.45', '19:12:03.46', '19:12:04.31', '19:12:05.42', '19:12:05.86', '19:12:06.53', '19:12:06.98', '19:12:07.42']",8.05
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'external_inventory', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['21:40:02.07', '21:40:02.10', '21:40:02.24', '21:40:02.49', '21:40:02.52', '21:40:03.15', '21:40:03.43', '21:40:03.44', '21:40:03.80', '21:40:04.45', '21:40:05.67', '21:40:05.93', '21:40:06.04', '21:40:06.24', '21:40:07.34', '21:40:08.14', '21:40:09.22', '21:40:09.69', '21:40:10.14', '21:40:10.54', '21:40:10.98', '21:40:11.72']",8.46
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['17:00:01.27', '17:00:01.29', '17:00:01.40', '17:00:02.05', '17:00:02.40', '17:00:02.42', '17:00:02.65', '17:00:03.42', '17:00:04.35', '17:00:04.67', '17:00:04.91', '17:00:05.23', '17:00:06.27', '17:00:07.09', '17:00:07.64', '17:00:08.22', '17:00:08.82', '17:00:09.30']",7.34
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'automatic_response', 'ad', 'customer_support']","['07:40:50.60', '07:40:50.63', '07:40:50.92', '07:40:51.56', '07:40:51.70', '07:40:51.71', '07:40:51.93', '07:40:52.45', '07:40:52.59', '07:40:52.77', '07:40:53.76', '07:40:54.98', '07:40:55.61', '07:40:55.94', '07:40:56.59', '07:40:57.02']",5.32
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['15:08:00.98', '15:08:00.99', '15:08:01.36', '15:08:01.68', '15:08:01.69', '15:08:02.27', '15:08:02.52', '15:08:02.54', '15:08:02.76', '15:08:03.44', '15:08:03.80', '15:08:03.94', '15:08:05.17', '15:08:06.17', '15:08:06.88', '15:08:07.63', '15:08:08.36']",6.65
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['23:44:38.76', '23:44:38.77', '23:44:39.00', '23:44:39.77', '23:44:39.95', '23:44:39.97', '23:44:40.32', '23:44:41.06', '23:44:42.05', '23:44:42.37', '23:44:42.52', '23:44:43.31', '23:44:44.48', '23:44:45.28', '23:44:46.24', '23:44:46.65', '23:44:47.35', '23:44:48.11', '23:44:48.68']",8.98
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'mastercard', 'fraud_check_mastercard', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'review', 'ad', 'customer_support']","['19:12:44.87', '19:12:44.89', '19:12:45.27', '19:12:45.40', '19:12:45.42', '19:12:45.93', '19:12:46.11', '19:12:46.14', '19:12:46.39', '19:12:46.80', '19:12:47.05', '19:12:47.22', '19:12:47.51', '19:12:47.93', '19:12:49.02', '19:12:49.97', '19:12:50.43', '19:12:50.86']",5.38
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['13:46:08.81', '13:46:08.84', '13:46:09.09', '13:46:09.88', '13:46:10.24', '13:46:11.16', '13:46:11.19', '13:46:11.47', '13:46:12.01', '13:46:13.01', '13:46:13.19', '13:46:13.38', '13:46:13.62', '13:46:14.84', '13:46:15.56', '13:46:16.72', '13:46:17.13', '13:46:17.76', '13:46:18.50', '13:46:19.12']",9.61
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_analysis', 'ad', 'customer_support']","['20:04:24.49', '20:04:24.50', '20:04:24.77', '20:04:25.29', '20:04:25.55', '20:04:25.57', '20:04:25.80', '20:04:26.43', '20:04:27.26', '20:04:27.49', '20:04:27.72', '20:04:28.10', '20:04:29.25', '20:04:29.82', '20:04:30.85', '20:04:31.64', '20:04:32.14', '20:04:32.82']",7.42
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support']","['05:23:23.00', '05:23:23.01', '05:23:23.14', '05:23:23.44', '05:23:24.06', '05:23:24.21', '05:23:24.23', '05:23:24.58', '05:23:24.84', '05:23:25.55', '05:23:26.75', '05:23:27.11', '05:23:27.48', '05:23:28.71', '05:23:29.48', '05:23:30.43', '05:23:30.98', '05:23:31.60', '05:23:32.26']",8.54
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_analysis', 'automatic_response', 'ad', 'customer_support', 'customer_history_access']","['13:02:17.06', '13:02:17.08', '13:02:17.46', '13:02:18.23', '13:02:18.57', '13:02:18.59', '13:02:18.87', '13:02:19.17', '13:02:19.69', '13:02:20.84', '13:02:21.07', '13:02:21.17', '13:02:22.27', '13:02:22.81', '13:02:23.90', '13:02:24.63', '13:02:25.01', '13:02:25.42', '13:02:25.96', '13:02:26.57']",8.6
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_analysis', 'ad', 'customer_support']","['03:26:16.66', '03:26:16.67', '03:26:17.04', '03:26:17.06', '03:26:17.80', '03:26:18.11', '03:26:18.14', '03:26:18.27', '03:26:19.07', '03:26:20.04', '03:26:20.43', '03:26:20.81', '03:26:20.93', '03:26:21.96', '03:26:23.11', '03:26:23.90', '03:26:24.40', '03:26:25.15']",7.78
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['15:36:44.44', '15:36:44.45', '15:36:44.58', '15:36:44.82', '15:36:45.26', '15:36:45.47', '15:36:45.49', '15:36:45.75', '15:36:46.13', '15:36:46.59', '15:36:47.60', '15:36:47.75', '15:36:48.12', '15:36:48.33', '15:36:49.23', '15:36:50.12', '15:36:50.80', '15:36:51.21', '15:36:51.96']",6.66
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['21:22:23.93', '21:22:23.95', '21:22:24.15', '21:22:24.83', '21:22:25.05', '21:22:25.07', '21:22:25.33', '21:22:25.64', '21:22:26.18', '21:22:27.19', '21:22:27.30', '21:22:27.55', '21:22:27.86', '21:22:29.10', '21:22:30.03', '21:22:30.53', '21:22:31.32', '21:22:31.93', '21:22:32.40']",7.79
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['01:27:48.20', '01:27:48.22', '01:27:48.45', '01:27:49.11', '01:27:49.34', '01:27:49.36', '01:27:49.55', '01:27:49.68', '01:27:50.20', '01:27:51.28', '01:27:51.45', '01:27:51.76', '01:27:52.17', '01:27:52.40', '01:27:53.70', '01:27:54.83', '01:27:55.46', '01:27:56.08', '01:27:56.70']",7.9
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'discount_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['15:04:53.89', '15:04:53.90', '15:04:54.04', '15:04:54.06', '15:04:54.35', '15:04:55.12', '15:04:55.14', '15:04:55.32', '15:04:55.63', '15:04:56.14', '15:04:57.42', '15:04:57.69', '15:04:57.92', '15:04:58.78', '15:04:59.78', '15:05:00.53', '15:05:01.12', '15:05:01.69', '15:05:02.10']",7.6
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'ad', 'customer_support']","['15:40:54.01', '15:40:54.03', '15:40:54.18', '15:40:54.76', '15:40:54.88', '15:40:54.91', '15:40:55.26', '15:40:55.73', '15:40:56.97', '15:40:57.22', '15:40:57.53', '15:40:57.66', '15:40:58.54', '15:40:59.79', '15:41:00.29', '15:41:00.88']",5.93
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'automatic_response', 'ad', 'customer_support', 'customer_history_access', 'premium_customer_check']","['22:21:35.73', '22:21:35.76', '22:21:36.00', '22:21:36.42', '22:21:36.44', '22:21:36.68', '22:21:36.78', '22:21:37.56', '22:21:38.84', '22:21:39.04', '22:21:39.39', '22:21:39.72', '22:21:40.85', '22:21:41.73', '22:21:42.51', '22:21:43.18', '22:21:43.35', '22:21:43.97', '22:21:44.71', '22:21:45.45', '22:21:46.16']",9.92
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support', 'premium_customer_check', 'ai_hatbot']","['23:28:07.93', '23:28:07.95', '23:28:08.08', '23:28:08.27', '23:28:08.94', '23:28:09.26', '23:28:09.28', '23:28:09.60', '23:28:10.35', '23:28:10.74', '23:28:10.87', '23:28:11.18', '23:28:11.55', '23:28:12.48', '23:28:13.68', '23:28:14.08', '23:28:14.84', '23:28:15.45', '23:28:15.88', '23:28:16.32', '23:28:16.71']",7.69
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['04:01:42.91', '04:01:42.94', '04:01:43.14', '04:01:43.50', '04:01:43.53', '04:01:44.15', '04:01:44.45', '04:01:45.63', '04:01:45.64', '04:01:46.03', '04:01:46.56', '04:01:47.74', '04:01:47.86', '04:01:48.24', '04:01:48.45', '04:01:49.67', '04:01:50.42', '04:01:51.51', '04:01:52.52', '04:01:53.14', '04:01:53.82', '04:01:54.35']",10.69
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['09:32:59.74', '09:32:59.75', '09:33:00.08', '09:33:00.10', '09:33:00.82', '09:33:01.17', '09:33:01.20', '09:33:01.57', '09:33:02.26', '09:33:03.37', '09:33:03.57', '09:33:03.91', '09:33:05.17', '09:33:06.41', '09:33:07.62', '09:33:08.37', '09:33:08.98', '09:33:09.68', '09:33:10.43']",9.52
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support']","['22:03:56.56', '22:03:56.59', '22:03:56.97', '22:03:56.98', '22:03:57.18', '22:03:57.70', '22:03:58.03', '22:03:58.05', '22:03:58.25', '22:03:58.67', '22:03:59.50', '22:03:59.77', '22:04:00.14', '22:04:01.34', '22:04:01.82', '22:04:02.64', '22:04:03.24', '22:04:03.86', '22:04:04.39']",7.37
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['23:40:48.74', '23:40:48.77', '23:40:48.92', '23:40:49.53', '23:40:49.76', '23:40:49.92', '23:40:49.94', '23:40:50.33', '23:40:51.00', '23:40:52.09', '23:40:52.25', '23:40:52.56', '23:40:52.86', '23:40:53.18', '23:40:54.32', '23:40:55.53', '23:40:56.19', '23:40:56.61', '23:40:56.88', '23:40:57.39', '23:40:57.98']",8.26
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'mastercard', 'limit_check_mastercard', 'fraud_check_mastercard', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'automatic_response', 'ad', 'customer_support']","['04:16:05.58', '04:16:05.61', '04:16:05.91', '04:16:06.37', '04:16:06.54', '04:16:06.57', '04:16:06.83', '04:16:07.49', '04:16:08.64', '04:16:08.77', '04:16:09.15', '04:16:09.37', '04:16:09.51', '04:16:10.50', '04:16:11.13', '04:16:12.17', '04:16:12.61', '04:16:12.80', '04:16:13.47', '04:16:14.16']",7.95
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['01:28:19.25', '01:28:19.28', '01:28:19.66', '01:28:20.14', '01:28:20.33', '01:28:20.36', '01:28:20.66', '01:28:20.97', '01:28:21.54', '01:28:22.42', '01:28:22.54', '01:28:22.71', '01:28:23.77', '01:28:24.73', '01:28:25.48', '01:28:25.93', '01:28:26.15', '01:28:26.56', '01:28:26.96']",7.05
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support']","['01:35:18.82', '01:35:18.83', '01:35:19.19', '01:35:19.46', '01:35:20.06', '01:35:20.26', '01:35:20.28', '01:35:20.50', '01:35:20.68', '01:35:21.17', '01:35:21.36', '01:35:21.49', '01:35:21.71', '01:35:22.19', '01:35:22.30', '01:35:23.25', '01:35:23.81', '01:35:24.88', '01:35:25.50', '01:35:25.99', '01:35:26.76']",7.32
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['02:40:28.68', '02:40:28.69', '02:40:28.83', '02:40:29.52', '02:40:29.90', '02:40:29.92', '02:40:30.13', '02:40:30.55', '02:40:31.78', '02:40:32.01', '02:40:32.27', '02:40:33.53', '02:40:34.23', '02:40:35.47', '02:40:35.97', '02:40:36.62', '02:40:37.40', '02:40:38.09']",8.31
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support']","['01:32:34.45', '01:32:34.46', '01:32:34.73', '01:32:35.16', '01:32:35.49', '01:32:36.48', '01:32:36.85', '01:32:36.86', '01:32:37.14', '01:32:37.35', '01:32:37.82', '01:32:39.03', '01:32:39.41', '01:32:39.69', '01:32:40.54', '01:32:41.17', '01:32:42.40', '01:32:43.05', '01:32:43.60', '01:32:44.15']",8.51
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['01:34:08.74', '01:34:08.76', '01:34:08.89', '01:34:08.91', '01:34:09.56', '01:34:09.59', '01:34:09.76', '01:34:09.91', '01:34:10.42', '01:34:11.35', '01:34:11.70', '01:34:11.97', '01:34:12.24', '01:34:12.39', '01:34:13.64', '01:34:14.48', '01:34:15.09', '01:34:15.52', '01:34:15.98']",6.7
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['02:17:47.76', '02:17:47.78', '02:17:47.98', '02:17:48.52', '02:17:48.88', '02:17:48.90', '02:17:49.26', '02:17:49.91', '02:17:51.05', '02:17:51.15', '02:17:51.54', '02:17:51.72', '02:17:52.12', '02:17:53.02', '02:17:53.60', '02:17:54.53', '02:17:55.34', '02:17:56.11', '02:17:56.70', '02:17:57.50']",9.17
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support']","['14:23:40.18', '14:23:40.21', '14:23:40.32', '14:23:41.12', '14:23:41.14', '14:23:41.47', '14:23:41.64', '14:23:42.25', '14:23:43.47', '14:23:43.62', '14:23:43.84', '14:23:44.01', '14:23:45.02', '14:23:45.50', '14:23:46.49', '14:23:47.01', '14:23:47.54', '14:23:48.02']",7.21
