path,timestamps,Total Delay
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support', 'customer_history_access']","['23:32:12.60', '23:32:12.61', '23:32:12.97', '23:32:12.99', '23:32:13.74', '23:32:14.06', '23:32:14.08', '23:32:14.41', '23:32:14.55', '23:32:15.27', '23:32:16.30', '23:32:16.48', '23:32:16.82', '23:32:17.13', '23:32:18.26', '23:32:18.78', '23:32:19.60', '23:32:20.09', '23:32:20.75', '23:32:21.24', '23:32:21.90', '23:32:22.37']",9.54
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'automatic_response', 'ad', 'customer_support']","['22:51:56.60', '22:51:56.62', '22:51:57.00', '22:51:57.18', '22:51:57.20', '22:51:57.85', '22:51:58.17', '22:51:59.02', '22:51:59.34', '22:51:59.36', '22:51:59.66', '22:52:00.21', '22:52:00.45', '22:52:00.73', '22:52:01.03', '22:52:02.30', '22:52:03.21', '22:52:03.87', '22:52:04.15', '22:52:04.86', '22:52:05.46']",7.99
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['03:11:26.28', '03:11:26.30', '03:11:26.46', '03:11:26.61', '03:11:27.33', '03:11:27.35', '03:11:27.51', '03:11:27.67', '03:11:28.29', '03:11:29.19', '03:11:29.31', '03:11:29.51', '03:11:29.87', '03:11:30.25', '03:11:31.40', '03:11:32.34', '03:11:32.96', '03:11:33.74', '03:11:34.38', '03:11:34.80']",8.09
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support']","['18:20:17.93', '18:20:17.96', '18:20:18.06', '18:20:18.82', '18:20:19.21', '18:20:19.22', '18:20:19.57', '18:20:19.75', '18:20:20.26', '18:20:21.35', '18:20:21.65', '18:20:21.81', '18:20:22.20', '18:20:22.76', '18:20:23.02', '18:20:24.10', '18:20:24.84', '18:20:26.11', '18:20:26.74', '18:20:27.21', '18:20:27.74']",8.62
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'bundle_offer', 'user_credentials', 'card_check', 'mastercard', 'fraud_check_mastercard', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['10:54:40.98', '10:54:40.99', '10:54:41.37', '10:54:41.88', '10:54:42.05', '10:54:43.31', '10:54:43.55', '10:54:43.56', '10:54:43.77', '10:54:44.27', '10:54:44.64', '10:54:44.83', '10:54:45.05', '10:54:45.37', '10:54:46.66', '10:54:47.47', '10:54:48.61', '10:54:49.25', '10:54:49.76', '10:54:50.54', '10:54:51.19']",9.23
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['15:39:13.91', '15:39:13.92', '15:39:14.23', '15:39:14.25', '15:39:15.01', '15:39:15.37', '15:39:16.18', '15:39:16.58', '15:39:16.60', '15:39:16.92', '15:39:17.59', '15:39:18.88', '15:39:19.07', '15:39:19.38', '15:39:19.56', '15:39:20.62', '15:39:21.14', '15:39:22.17', '15:39:22.69', '15:39:23.15', '15:39:23.73', '15:39:24.17']",9.41
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['08:16:22.43', '08:16:22.45', '08:16:22.84', '08:16:23.17', '08:16:23.64', '08:16:23.75', '08:16:23.77', '08:16:24.07', '08:16:24.47', '08:16:24.70', '08:16:25.09', '08:16:25.69', '08:16:25.79', '08:16:26.99', '08:16:27.84', '08:16:28.32', '08:16:28.84', '08:16:29.34', '08:16:29.94']",6.87
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['12:48:13.91', '12:48:13.93', '12:48:14.03', '12:48:14.65', '12:48:14.86', '12:48:14.89', '12:48:15.02', '12:48:15.79', '12:48:16.94', '12:48:17.18', '12:48:17.46', '12:48:17.74', '12:48:18.39', '12:48:19.27', '12:48:20.22', '12:48:21.07', '12:48:21.81', '12:48:22.50', '12:48:23.26']",9.11
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['12:05:47.12', '12:05:47.14', '12:05:47.50', '12:05:47.52', '12:05:48.19', '12:05:48.21', '12:05:48.47', '12:05:48.64', '12:05:49.38', '12:05:50.38', '12:05:50.50', '12:05:50.87', '12:05:51.08', '12:05:52.20', '12:05:53.11', '12:05:53.64', '12:05:53.85', '12:05:54.46', '12:05:55.00']",7.56
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'automatic_response', 'ad', 'customer_support']","['10:34:14.28', '10:34:14.31', '10:34:14.71', '10:34:15.39', '10:34:15.66', '10:34:15.69', '10:34:16.00', '10:34:16.75', '10:34:17.63', '10:34:17.78', '10:34:18.00', '10:34:18.37', '10:34:19.42', '10:34:19.91', '10:34:20.77', '10:34:21.21', '10:34:21.36', '10:34:21.91', '10:34:22.56']",7.53
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support', 'customer_history_access']","['23:53:26.74', '23:53:26.77', '23:53:27.13', '23:53:27.68', '23:53:27.70', '23:53:28.06', '23:53:28.52', '23:53:29.69', '23:53:29.81', '23:53:30.07', '23:53:30.97', '23:53:32.27', '23:53:32.72', '23:53:33.17', '23:53:33.93', '23:53:34.67']",6.83
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'discount_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'automatic_response', 'ad', 'customer_support', 'premium_customer_check']","['23:13:13.44', '23:13:13.46', '23:13:13.72', '23:13:13.73', '23:13:13.89', '23:13:14.44', '23:13:14.56', '23:13:15.80', '23:13:15.98', '23:13:16.00', '23:13:16.17', '23:13:16.47', '23:13:16.87', '23:13:18.05', '23:13:18.16', '23:13:18.51', '23:13:18.79', '23:13:20.03', '23:13:21.20', '23:13:21.81', '23:13:22.14', '23:13:22.65', '23:13:23.11', '23:13:23.86']",9.35
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'seasonal_adjustments', 'review', 'ad', 'customer_support']","['00:29:37.46', '00:29:37.49', '00:29:37.89', '00:29:38.29', '00:29:38.64', '00:29:38.65', '00:29:38.89', '00:29:39.23', '00:29:39.66', '00:29:39.98', '00:29:40.18', '00:29:40.36', '00:29:41.59', '00:29:42.54', '00:29:43.49', '00:29:44.13', '00:29:44.87']",6.71
"['ui_server', 'purchase_book_server', 'gift_wrap_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'express_delivery', 'inventory_update', 'review', 'review_analysis', 'ad', 'customer_support']","['14:37:51.82', '14:37:51.84', '14:37:52.06', '14:37:52.08', '14:37:52.31', '14:37:53.06', '14:37:53.19', '14:37:53.20', '14:37:53.32', '14:37:53.79', '14:37:54.95', '14:37:55.08', '14:37:55.21', '14:37:55.99', '14:37:56.11', '14:37:57.20', '14:37:58.01', '14:37:58.49', '14:37:59.00', '14:37:59.77']",7.45
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'second_hand_market', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['01:52:15.77', '01:52:15.79', '01:52:15.92', '01:52:16.62', '01:52:16.80', '01:52:17.82', '01:52:17.85', '01:52:18.24', '01:52:18.76', '01:52:19.82', '01:52:20.05', '01:52:20.34', '01:52:20.48', '01:52:21.67', '01:52:22.73', '01:52:23.28', '01:52:23.83', '01:52:24.37', '01:52:24.93']",8.1
"['ui_server', 'purchase_book_server', 'discount_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['06:53:27.58', '06:53:27.59', '06:53:27.73', '06:53:27.88', '06:53:28.50', '06:53:28.79', '06:53:28.81', '06:53:28.97', '06:53:29.31', '06:53:30.07', '06:53:30.19', '06:53:30.42', '06:53:31.12', '06:53:32.33', '06:53:33.31', '06:53:34.26', '06:53:34.81', '06:53:35.33', '06:53:35.56', '06:53:36.00', '06:53:36.60']",8.09
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['16:09:16.40', '16:09:16.42', '16:09:16.56', '16:09:17.12', '16:09:17.36', '16:09:17.39', '16:09:17.66', '16:09:18.04', '16:09:18.63', '16:09:19.64', '16:09:19.87', '16:09:20.08', '16:09:20.66', '16:09:21.88', '16:09:23.06', '16:09:23.54', '16:09:24.24', '16:09:24.70']",7.5
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['06:30:06.39', '06:30:06.40', '06:30:06.73', '06:30:06.89', '06:30:06.91', '06:30:07.61', '06:30:07.87', '06:30:07.88', '06:30:08.19', '06:30:08.53', '06:30:09.14', '06:30:10.29', '06:30:10.55', '06:30:10.90', '06:30:11.21', '06:30:11.31', '06:30:12.33', '06:30:13.45', '06:30:14.16', '06:30:14.62', '06:30:15.06', '06:30:15.70']",8.39
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['21:52:55.59', '21:52:55.61', '21:52:55.89', '21:52:56.41', '21:52:56.59', '21:52:56.62', '21:52:56.88', '21:52:57.16', '21:52:57.63', '21:52:58.69', '21:52:58.93', '21:52:59.24', '21:52:59.58', '21:53:00.64', '21:53:01.61', '21:53:02.13', '21:53:02.83', '21:53:03.57', '21:53:04.22']",7.93
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['08:24:04.05', '08:24:04.07', '08:24:04.28', '08:24:04.98', '08:24:05.16', '08:24:05.19', '08:24:05.52', '08:24:05.91', '08:24:06.35', '08:24:06.69', '08:24:06.82', '08:24:07.19', '08:24:07.43', '08:24:08.23', '08:24:09.09', '08:24:09.50', '08:24:10.18', '08:24:10.71', '08:24:11.26']",6.41
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['05:38:47.58', '05:38:47.60', '05:38:47.97', '05:38:48.71', '05:38:48.72', '05:38:48.84', '05:38:49.20', '05:38:49.94', '05:38:51.08', '05:38:51.46', '05:38:51.75', '05:38:51.99', '05:38:53.03', '05:38:53.64', '05:38:54.58', '05:38:55.84', '05:38:56.27', '05:38:56.95', '05:38:57.50', '05:38:58.30']",9.48
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_analysis', 'ad', 'customer_support']","['15:58:51.72', '15:58:51.74', '15:58:52.09', '15:58:52.84', '15:58:53.00', '15:58:53.03', '15:58:53.39', '15:58:53.93', '15:58:54.30', '15:58:54.62', '15:58:54.87', '15:58:54.99', '15:58:56.11', '15:58:56.95', '15:58:58.10', '15:58:58.68', '15:58:59.42', '15:58:59.88']",7.39
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_analysis', 'ad', 'customer_support']","['14:41:47.58', '14:41:47.59', '14:41:47.81', '14:41:48.25', '14:41:48.35', '14:41:48.38', '14:41:48.56', '14:41:48.90', '14:41:49.40', '14:41:50.62', '14:41:51.00', '14:41:51.19', '14:41:51.49', '14:41:51.63', '14:41:52.76', '14:41:53.17', '14:41:54.33', '14:41:55.00', '14:41:55.42', '14:41:55.97']",7.16
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['10:28:24.34', '10:28:24.37', '10:28:24.74', '10:28:25.15', '10:28:25.38', '10:28:25.40', '10:28:25.58', '10:28:26.00', '10:28:27.00', '10:28:27.17', '10:28:27.41', '10:28:27.51', '10:28:27.84', '10:28:28.73', '10:28:29.14', '10:28:30.27', '10:28:31.25', '10:28:31.99', '10:28:32.42', '10:28:32.91', '10:28:33.59']",8.52
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_verification', 'ad', 'customer_support']","['18:27:34.40', '18:27:34.42', '18:27:34.69', '18:27:35.12', '18:27:35.47', '18:27:35.49', '18:27:35.64', '18:27:36.31', '18:27:37.22', '18:27:37.51', '18:27:37.69', '18:27:37.84', '18:27:38.19', '18:27:39.05', '18:27:39.82', '18:27:40.66', '18:27:41.71', '18:27:42.45', '18:27:43.03', '18:27:43.69']",8.64
"['ui_server', 'purchase_book_server', 'book_availability_server', 'external_inventory', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'ad', 'customer_support', 'customer_history_access']","['00:40:33.05', '00:40:33.07', '00:40:33.42', '00:40:33.93', '00:40:34.07', '00:40:34.40', '00:40:34.41', '00:40:34.69', '00:40:34.98', '00:40:35.51', '00:40:36.57', '00:40:36.73', '00:40:36.83', '00:40:37.07', '00:40:37.26', '00:40:38.48', '00:40:39.03', '00:40:40.07', '00:40:40.58', '00:40:41.19', '00:40:41.69', '00:40:42.29']",8.63
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'visa', 'limit_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'review_analysis', 'automatic_response', 'ad', 'customer_support']","['11:54:14.11', '11:54:14.13', '11:54:14.41', '11:54:15.06', '11:54:15.39', '11:54:15.41', '11:54:15.60', '11:54:15.99', '11:54:16.56', '11:54:17.62', '11:54:17.88', '11:54:18.19', '11:54:18.53', '11:54:19.63', '11:54:20.50', '11:54:20.94', '11:54:21.73', '11:54:21.95', '11:54:22.50', '11:54:23.13']",8.05
"['ui_server', 'purchase_book_server', 'discount_server', 'gift_wrap_server', 'book_availability_server', 'user_credentials', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'shipping_insurance', 'inventory_update', 'supplier_notification', 'seasonal_adjustments', 'review', 'review_analysis', 'ad', 'customer_support']","['01:57:51.91', '01:57:51.92', '01:57:52.07', '01:57:52.38', '01:57:52.41', '01:57:53.19', '01:57:53.21', '01:57:53.46', '01:57:53.89', '01:57:55.11', '01:57:55.38', '01:57:55.50', '01:57:55.68', '01:57:56.29', '01:57:57.53', '01:57:58.18', '01:57:59.28', '01:58:00.34', '01:58:00.79', '01:58:01.35', '01:58:01.76']",9.07
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'user_history', 'card_check', 'american_express', 'limit_check_american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'supplier_notification', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['08:49:05.96', '08:49:05.98', '08:49:06.26', '08:49:06.78', '08:49:06.92', '08:49:06.95', '08:49:07.08', '08:49:07.41', '08:49:08.08', '08:49:09.11', '08:49:09.34', '08:49:09.48', '08:49:09.68', '08:49:09.93', '08:49:11.18', '08:49:11.62', '08:49:12.75', '08:49:13.29', '08:49:13.76', '08:49:14.49', '08:49:15.27']",8.29
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'review', 'review_verification', 'ad', 'customer_support']","['04:31:02.61', '04:31:02.63', '04:31:02.98', '04:31:03.68', '04:31:03.70', '04:31:03.82', '04:31:04.45', '04:31:05.37', '04:31:05.71', '04:31:05.91', '04:31:06.21', '04:31:06.37', '04:31:07.25', '04:31:08.16', '04:31:08.95', '04:31:09.38', '04:31:10.07']",7.01
"['ui_server', 'purchase_book_server', 'book_availability_server', 'bundle_offer', 'user_credentials', 'card_check', 'visa', 'limit_check_visa', 'fraud_check_visa', 'currency_conversion', 'shipping_options', 'inventory_update', 'supplier_notification', 'review', 'ad', 'customer_support']","['05:54:15.52', '05:54:15.54', '05:54:15.67', '05:54:16.39', '05:54:16.59', '05:54:16.62', '05:54:16.88', '05:54:17.67', '05:54:18.74', '05:54:18.95', '05:54:19.24', '05:54:19.51', '05:54:20.65', '05:54:21.19', '05:54:22.39', '05:54:23.03', '05:54:23.74']",7.35
"['ui_server', 'purchase_book_server', 'book_availability_server', 'user_credentials', 'user_history', 'card_check', 'american_express', 'fraud_check_american_express', 'currency_conversion', 'shipping_options', 'express_delivery', 'inventory_update', 'seasonal_adjustments', 'review', 'review_verification', 'review_analysis', 'ad', 'customer_support']","['10:33:02.62', '10:33:02.65', '10:33:02.80', '10:33:03.22', '10:33:03.24', '10:33:03.51', '10:33:03.75', '10:33:04.30', '10:33:04.67', '10:33:05.03', '10:33:05.28', '10:33:05.55', '10:33:06.51', '10:33:07.64', '10:33:08.64', '10:33:09.07', '10:33:09.66', '10:33:10.38', '10:33:11.03']",7.53
