Logs
"<user, ui_server_2, 372, Request, 0000000001>"
"<external_inventory_server_1, book_availability_server_4, 1568, Response, 0000000004>"
"<book_availability_server_4, gift_wrap_server_1, 1580, Response, 0000000004>"
"<gift_wrap_server_1, discount_server_3, 1581, Response, 0000000004>"
"<discount_server_3, purchase_book_server_10, 1585, Response, 0000000004>"
"<purchase_book_server_10, ui_server_7, 1595, Response, 0000000004>"
"<user, ui_server_2, 864, Request, 0000000005>"
"<ui_server_2, purchase_book_server_3, 866, Request, 0000000005>"
"<purchase_book_server_3, discount_server_1, 873, Request, 0000000005>"
"<discount_server_1, gift_wrap_server_1, 877, Request, 0000000005>"
"<gift_wrap_server_1, book_availability_server_8, 878, Request, 0000000005>"
"<book_availability_server_8, external_inventory_server_2, 892, Request, 0000000005>"
"<external_inventory_server_2, second_hand_market_server_2, 897, Request, 0000000005>"
"<second_hand_market_server_2, bundle_offer_server_2, 918, Request, 0000000005>"
"<bundle_offer_server_2, user_credentials_server_6, 923, Request, 0000000005>"
"<user_credentials_server_6, user_history_server_3, 927, Request, 0000000005>"
"<user_history_server_3, card_check_server_3, 932, Request, 0000000005>"
"<card_check_server_3, visa_server_2, 939, Request, 0000000005>"
"<visa_server_2, limit_check_visa_server_4, 951, Request, 0000000005>"
"<limit_check_visa_server_4, fraud_check_visa_server_1, 971, Request, 0000000005>"
"<fraud_check_visa_server_1, currency_conversion_server_2, 982, Request, 0000000005>"
"<currency_conversion_server_2, shipping_options_server_2, 984, Request, 0000000005>"
"<shipping_options_server_2, shipping_insurance_server_1, 992, Request, 0000000005>"
"<shipping_insurance_server_1, express_delivery_server_1, 999, Request, 0000000005>"
"<express_delivery_server_1, inventory_update_server_18, 1003, Request, 0000000005>"
"<inventory_update_server_18, supplier_notification_server_2, 1028, Request, 0000000005>"
"<supplier_notification_server_2, seasonal_adjustments_server_2, 1039, Request, 0000000005>"
"<seasonal_adjustments_server_2, review_server_2, 1066, Request, 0000000005>"
"<review_server_2, review_verification_server_1, 1090, Request, 0000000005>"
"<review_verification_server_1, review_analysis_server_2, 1100, Request, 0000000005>"
"<review_analysis_server_2, automatic_response_server_1, 1111, Request, 0000000005>"
"<automatic_response_server_1, ad_server_4, 1117, Request, 0000000005>"
"<ad_server_4, customer_support_server_10, 1136, Request, 0000000005>"
"<customer_support_server_10, customer_history_access_server_2, 1152, Request, 0000000005>"
"<customer_history_access_server_2, customer_support_server_10, 1172, Response, 0000000005>"
"<customer_support_server_10, ad_server_4, 1188, Response, 0000000005>"
"<ad_server_4, automatic_response_server_1, 1207, Response, 0000000005>"
"<automatic_response_server_1, review_analysis_server_2, 1213, Response, 0000000005>"
"<review_analysis_server_2, review_verification_server_1, 1224, Response, 0000000005>"
"<review_verification_server_1, review_server_2, 1234, Response, 0000000005>"
"<review_server_2, seasonal_adjustments_server_2, 1258, Response, 0000000005>"
"<seasonal_adjustments_server_2, supplier_notification_server_2, 1285, Response, 0000000005>"
"<supplier_notification_server_2, inventory_update_server_18, 1296, Response, 0000000005>"
"<inventory_update_server_18, express_delivery_server_1, 1321, Response, 0000000005>"
"<express_delivery_server_1, shipping_insurance_server_1, 1325, Response, 0000000005>"
"<shipping_insurance_server_1, shipping_options_server_2, 1332, Response, 0000000005>"
"<shipping_options_server_2, currency_conversion_server_2, 1340, Response, 0000000005>"
"<currency_conversion_server_2, fraud_check_visa_server_1, 1342, Response, 0000000005>"
"<fraud_check_visa_server_1, limit_check_visa_server_4, 1353, Response, 0000000005>"
"<limit_check_visa_server_4, visa_server_2, 1373, Response, 0000000005>"
"<visa_server_2, card_check_server_3, 1385, Response, 0000000005>"
"<card_check_server_3, user_history_server_3, 1392, Response, 0000000005>"
"<user_history_server_3, user_credentials_server_6, 1397, Response, 0000000005>"
"<user_credentials_server_6, bundle_offer_server_2, 1401, Response, 0000000005>"
"<bundle_offer_server_2, second_hand_market_server_2, 1406, Response, 0000000005>"
"<second_hand_market_server_2, external_inventory_server_2, 1427, Response, 0000000005>"
"<external_inventory_server_2, book_availability_server_8, 1432, Response, 0000000005>"
"<book_availability_server_8, gift_wrap_server_1, 1446, Response, 0000000005>"
"<gift_wrap_server_1, discount_server_1, 1447, Response, 0000000005>"
"<discount_server_1, purchase_book_server_3, 1451, Response, 0000000005>"
"<purchase_book_server_3, ui_server_2, 1458, Response, 0000000005>"
"<user, ui_server_8, 120, Request, 0000000006>"
"<ui_server_8, purchase_book_server_2, 126, Request, 0000000006>"
"<purchase_book_server_2, book_availability_server_2, 130, Request, 0000000006>"
"<book_availability_server_2, user_credentials_server_3, 143, Request, 0000000006>"
"<user_credentials_server_3, card_check_server_5, 145, Request, 0000000006>"
"<card_check_server_5, mastercard_server_2, 154, Request, 0000000006>"
"<mastercard_server_2, currency_conversion_server_2, 169, Request, 0000000006>"
"<currency_conversion_server_2, shipping_options_server_1, 172, Request, 0000000006>"
"<shipping_options_server_1, inventory_update_server_1, 180, Request, 0000000006>"
"<inventory_update_server_1, seasonal_adjustments_server_2, 209, Request, 0000000006>"
"<seasonal_adjustments_server_2, review_server_4, 239, Request, 0000000006>"
"<review_server_4, ad_server_6, 260, Request, 0000000006>"
"<ad_server_6, customer_support_server_9, 271, Request, 0000000006>"
"<customer_support_server_9, ad_server_6, 305, Response, 0000000006>"
"<ad_server_6, review_server_4, 316, Response, 0000000006>"
"<review_server_4, seasonal_adjustments_server_2, 337, Response, 0000000006>"
"<seasonal_adjustments_server_2, inventory_update_server_1, 367, Response, 0000000006>"
"<inventory_update_server_1, shipping_options_server_1, 396, Response, 0000000006>"
"<shipping_options_server_1, currency_conversion_server_2, 404, Response, 0000000006>"
"<currency_conversion_server_2, mastercard_server_2, 407, Response, 0000000006>"
"<mastercard_server_2, card_check_server_5, 422, Response, 0000000006>"
"<card_check_server_5, user_credentials_server_3, 431, Response, 0000000006>"
"<user_credentials_server_3, book_availability_server_2, 433, Response, 0000000006>"
"<book_availability_server_2, purchase_book_server_2, 446, Response, 0000000006>"
"<purchase_book_server_2, ui_server_8, 450, Response, 0000000006>"
"<user, ui_server_19, 291, Request, 0000000007>"
"<ui_server_19, purchase_book_server_1, 301, Request, 0000000007>"
"<purchase_book_server_1, book_availability_server_4, 305, Request, 0000000007>"
"<book_availability_server_4, user_credentials_server_1, 325, Request, 0000000007>"
"<user_credentials_server_1, card_check_server_10, 328, Request, 0000000007>"
"<card_check_server_10, mastercard_server_5, 336, Request, 0000000007>"
"<mastercard_server_5, currency_conversion_server_3, 356, Request, 0000000007>"
"<currency_conversion_server_3, shipping_options_server_1, 357, Request, 0000000007>"
"<shipping_options_server_1, express_delivery_server_1, 362, Request, 0000000007>"
"<express_delivery_server_1, inventory_update_server_6, 366, Request, 0000000007>"
"<inventory_update_server_6, review_server_3, 390, Request, 0000000007>"
"<review_server_3, ad_server_7, 416, Request, 0000000007>"
"<ad_server_7, customer_support_server_9, 431, Request, 0000000007>"
"<customer_support_server_9, ad_server_7, 465, Response, 0000000007>"
"<ad_server_7, review_server_3, 480, Response, 0000000007>"
"<review_server_3, inventory_update_server_6, 506, Response, 0000000007>"
"<inventory_update_server_6, express_delivery_server_1, 530, Response, 0000000007>"
"<express_delivery_server_1, shipping_options_server_1, 534, Response, 0000000007>"
"<shipping_options_server_1, currency_conversion_server_3, 539, Response, 0000000007>"
"<currency_conversion_server_3, mastercard_server_5, 540, Response, 0000000007>"
"<mastercard_server_5, card_check_server_10, 560, Response, 0000000007>"
"<card_check_server_10, user_credentials_server_1, 568, Response, 0000000007>"
"<user_credentials_server_1, book_availability_server_4, 571, Response, 0000000007>"
"<book_availability_server_4, purchase_book_server_1, 591, Response, 0000000007>"
"<purchase_book_server_1, ui_server_19, 595, Response, 0000000007>"
"<user, ui_server_7, 726, Request, 0000000008>"
"<ui_server_7, purchase_book_server_1, 731, Request, 0000000008>"
"<purchase_book_server_1, book_availability_server_4, 739, Request, 0000000008>"
"<book_availability_server_4, user_credentials_server_7, 756, Request, 0000000008>"
"<user_credentials_server_7, card_check_server_10, 758, Request, 0000000008>"
"<card_check_server_10, mastercard_server_3, 768, Request, 0000000008>"
"<mastercard_server_3, fraud_check_mastercard_server_4, 786, Request, 0000000008>"
"<fraud_check_mastercard_server_4, currency_conversion_server_2, 795, Request, 0000000008>"
"<currency_conversion_server_2, shipping_options_server_1, 796, Request, 0000000008>"
"<shipping_options_server_1, inventory_update_server_12, 800, Request, 0000000008>"
"<inventory_update_server_12, review_server_4, 823, Request, 0000000008>"
"<review_server_4, ad_server_8, 849, Request, 0000000008>"
"<ad_server_8, customer_support_server_3, 864, Request, 0000000008>"
"<customer_support_server_3, ad_server_8, 886, Response, 0000000008>"
"<ad_server_8, review_server_4, 901, Response, 0000000008>"
"<review_server_4, inventory_update_server_12, 927, Response, 0000000008>"
"<inventory_update_server_12, shipping_options_server_1, 950, Response, 0000000008>"
"<shipping_options_server_1, currency_conversion_server_2, 954, Response, 0000000008>"
"<currency_conversion_server_2, fraud_check_mastercard_server_4, 955, Response, 0000000008>"
"<fraud_check_mastercard_server_4, mastercard_server_3, 964, Response, 0000000008>"
"<mastercard_server_3, card_check_server_10, 982, Response, 0000000008>"
"<card_check_server_10, user_credentials_server_7, 992, Response, 0000000008>"
"<user_credentials_server_7, book_availability_server_4, 994, Response, 0000000008>"
"<book_availability_server_4, purchase_book_server_1, 1011, Response, 0000000008>"
"<purchase_book_server_1, ui_server_7, 1019, Response, 0000000008>"
"<user, ui_server_11, 658, Request, 0000000009>"
"<ui_server_11, purchase_book_server_7, 662, Request, 0000000009>"
"<purchase_book_server_7, book_availability_server_6, 670, Request, 0000000009>"
"<book_availability_server_6, user_credentials_server_7, 688, Request, 0000000009>"
"<user_credentials_server_7, card_check_server_9, 691, Request, 0000000009>"
"<card_check_server_9, mastercard_server_3, 699, Request, 0000000009>"
"<mastercard_server_3, currency_conversion_server_1, 714, Request, 0000000009>"
"<currency_conversion_server_1, shipping_options_server_2, 717, Request, 0000000009>"
"<shipping_options_server_2, inventory_update_server_8, 721, Request, 0000000009>"
"<inventory_update_server_8, review_server_1, 753, Request, 0000000009>"
"<review_server_1, ad_server_8, 779, Request, 0000000009>"
"<ad_server_8, customer_support_server_1, 793, Request, 0000000009>"
"<customer_support_server_1, ad_server_8, 829, Response, 0000000009>"
"<ad_server_8, review_server_1, 843, Response, 0000000009>"
"<review_server_1, inventory_update_server_8, 869, Response, 0000000009>"
"<inventory_update_server_8, shipping_options_server_2, 901, Response, 0000000009>"
"<shipping_options_server_2, currency_conversion_server_1, 905, Response, 0000000009>"
"<currency_conversion_server_1, mastercard_server_3, 908, Response, 0000000009>"
"<mastercard_server_3, card_check_server_9, 923, Response, 0000000009>"
"<card_check_server_9, user_credentials_server_7, 931, Response, 0000000009>"
"<user_credentials_server_7, book_availability_server_6, 934, Response, 0000000009>"
"<book_availability_server_6, purchase_book_server_7, 952, Response, 0000000009>"
"<purchase_book_server_7, ui_server_11, 960, Response, 0000000009>"
"<user, ui_server_7, 2, Request, 0000000010>"
"<ui_server_7, purchase_book_server_7, 4, Request, 0000000010>"
"<purchase_book_server_7, book_availability_server_6, 13, Request, 0000000010>"
"<book_availability_server_6, user_credentials_server_2, 33, Request, 0000000010>"
"<user_credentials_server_2, card_check_server_5, 36, Request, 0000000010>"
"<card_check_server_5, mastercard_server_3, 46, Request, 0000000010>"
"<mastercard_server_3, currency_conversion_server_1, 56, Request, 0000000010>"
"<currency_conversion_server_1, shipping_options_server_1, 57, Request, 0000000010>"
"<shipping_options_server_1, inventory_update_server_9, 64, Request, 0000000010>"
"<inventory_update_server_9, review_server_1, 95, Request, 0000000010>"
"<review_server_1, ad_server_1, 117, Request, 0000000010>"
"<ad_server_1, customer_support_server_7, 132, Request, 0000000010>"
"<customer_support_server_7, ad_server_1, 172, Response, 0000000010>"
"<ad_server_1, review_server_1, 187, Response, 0000000010>"
